,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
10,c12af02e-9709-4c46-8c16-5ab1fc9d22f7,D16,ABBY,ABBY,ABBY_020.basePlot.all,3/1/17,3/31/17,Y,estimated,The latest start date is 2017-04-01.,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,20241118T050537Z,RELEASE-2025
11,3a5cce95-9c7e-4493-a46f-01b08e62df92,D16,ABBY,ABBY,ABBY_020.basePlot.all,3/31/17,4/30/17,Y,actual,,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,20241118T062418Z,RELEASE-2025
12,f925c622-e0b8-4392-96c6-2832bb7574a8,D16,ABBY,ABBY,ABBY_020.basePlot.all,4/30/17,5/30/17,Y,actual,,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,20241118T030502Z,RELEASE-2025
13,9d19ed6c-9d21-49c8-8f1e-491bc89d6dfc,D16,ABBY,ABBY,ABBY_020.basePlot.all,5/30/17,6/29/17,Y,actual,,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,20241118T034936Z,RELEASE-2025
14,18e31398-e5f4-44a5-be28-0482735e1804,D16,ABBY,ABBY,ABBY_020.basePlot.all,6/29/17,7/1/17,N,estimated,The earliest end date is 2017-06-01.,ABBY.20170301.plantReduction,NEON.DOC.003282vA,plantReduction,removal-clearCut,,,,,U,,,,primary,Plot harvested for timber. NLCD class change from Evergreen Forest to Grassland/Herbaceous. Dates of onset and cessation approximate.,Jzemaitis@battelleecology.org,,20241118T013759Z,RELEASE-2025
15,291f2833-d167-4b08-ad77-91200f1a7ef2,D16,ABBY,ABBY,"ABBY_007.basePlot.all, ABBY_007.mammalGrid.mam, ABBY_033.mosquitoPoint.mos",7/14/17,7/14/17,N,actual,,ABBY.20170714.chemicalApplication,NEON.DOC.003282vA,chemicalApplication,chemicalApplication-pesticide-herbicide,,,,,,,,,primary,"ABBY_007 (distributed base) and ABBY_033 (mosquito point) are located 100% within the expected spray area. ABBY_007 (mammal grid) is located >50% within the spray area and partially within a riparian buffer zone that was not harvested and likely not sprayed. The \'Havarti Sorts\' harvest unit was sprayed via helicopter on July 14, 2017. According to a posted sign, the chemicals were: \'Rodeo\' (EPA Reg. No. 62719-324), \'Chopper Gen 2\' (EPA Reg. No. 241-430), and \'Dust Extra\' (EPA Reg. No. 432-1552). The Havarti Sorts harvest unit was sprayed aerially on July 14, 2017.",bvierra@battelleecology.org,,20241118T013759Z,RELEASE-2025
16,0e13e8cc-dddd-4e41-8d3b-b8ad8462f246,D16,ABBY,ABBY,ABBY_001.tickPlot.tck,7/17/17,7/19/17,N,,,ABBY.20170717.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-soilDisruption,,,,,,1,2,m,primary,Disturbed soil and vegetation along tick drag path. Soil sampling pit dug in incorrect plot by contractors. Vegetation also trampled/matted down in vicinity. Contractors mistakenly dug a soil pit at the ABBY_001 tick plot rather than the ABBY_001 base plot. This happened no earlier than 2017-07-17 and no later than 2017-07-19. NEON field technicians discovered the disturbance while sampling for ticks ABBY_001 for ticks on 2017-07-19. The soil pit location was along or adjacent to the tick drag path.,bvierra@battelleecology.org,,20241118T013759Z,RELEASE-2025
17,a4ae8170-a8af-4371-9542-307d0e7dfe3b,D16,ABBY,ABBY,"ABBY_031.mosquitoPoint.mos, ABBY_035.mosquitoPoint.mos, ABBY_036.mosquitoPoint.mos",8/8/17,8/8/17,N,actual,,ABBY.20170808.chemicalApplication,NEON.DOC.003282vA,chemicalApplication,chemicalApplication-pesticide-herbicide,,,,,,,,,primary,Posted sign identified the chemicals used as Garlon 3a (EPA Registration No. 62719-037) and Roundup Pro (EPA Registration No. 524-529). Posted signs announced herbicide application along state forest road L-1070 and spurs. Specified plots are located along this road and may have been sprayed.,bvierra@battelleecology.org,,20241118T160327Z,RELEASE-2025
18,4cad0e02-7a74-4fbc-8845-92fd49f39714,D16,ABBY,ABBY,ABBY_031.mosquitoPoint.mos,9/7/17,9/7/17,N,actual,,ABBY.20170907.chemicalApplication,NEON.DOC.003282vA,chemicalApplication,chemicalApplication-pesticide-herbicide,,,,,,,,,primary,"Chemicals used not recorded by sampling crew. Mosquito sampling crew discovered that roadside herbicide application had occurred between September 7, 2017 morning and evening collections. ABBY_031 is located along the affected road and may have been sprayed.",bvierra@battelleecology.org,,20241118T085743Z,RELEASE-2025
19,a6f5b01b-9f22-4ecc-b8e4-b69165f301c0,D16,ABBY,ABBY,ABBY_019.basePlot.all,1/1/18,1/31/18,Y,estimated,The latest start date is 2018-03-01.,ABBY.20180101.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,20,,square m,primary,trail approximately 0. 5 m wide 40 m long. Public-use trail installed running north-south less than a meter from pt. 41.,Jzemaitis@battelleecology.org,,20241118T131814Z,RELEASE-2025
20,71359b41-192a-461c-9702-49e57590779f,D16,ABBY,ABBY,ABBY_019.basePlot.all,1/31/18,3/2/18,Y,actual,,ABBY.20180101.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,20,,square m,primary,trail approximately 0. 5 m wide 40 m long. Public-use trail installed running north-south less than a meter from pt. 41.,Jzemaitis@battelleecology.org,,20241118T202137Z,RELEASE-2025
21,d485570e-1ed1-4b3d-ad35-786bc5e90e23,D16,ABBY,ABBY,ABBY_019.basePlot.all,3/2/18,4/1/18,Y,actual,,ABBY.20180101.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,20,,square m,primary,trail approximately 0. 5 m wide 40 m long. Public-use trail installed running north-south less than a meter from pt. 41.,Jzemaitis@battelleecology.org,,20241118T032427Z,RELEASE-2025
22,8970d7c8-59a4-4f53-b2db-9f5936b87c12,D16,ABBY,ABBY,ABBY_019.basePlot.all,4/1/18,4/15/18,N,estimated,The earliest end date is 2018-04-01.,ABBY.20180101.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-construction-road-dirt,,,,,,20,,square m,primary,trail approximately 0. 5 m wide 40 m long. Public-use trail installed running north-south less than a meter from pt. 41.,Jzemaitis@battelleecology.org,,20241118T032427Z,RELEASE-2025
23,4766e72f-2bd5-462b-86d4-9ee19c1ba718,D16,ABBY,ABBY,ABBY_019.basePlot.all,5/7/18,5/21/18,N,estimated,The latest start date is 2018-05-14. The earliest end date is 2018-05-14.,ABBY.20180507.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,Y,,,,primary,Stand maintenance: removal of shrub/tree competition to encourage PSMEM growth.,Jzemaitis@battelleecology.org,,20241118T162411Z,RELEASE-2025
24,6bca7b50-804e-4de9-a1e6-260a2e5b2adf,D16,ABBY,ABBY,"ABBY_061.basePlot.all, ABBY_062.basePlot.all, ABBY_064.basePlot.all, ABBY_065.basePlot.all, ABBY_066.basePlot.all, ABBY_068.basePlot.all, ABBY_069.basePlot.all, ABBY_070.basePlot.all, ABBY_073.basePlot.all, ABBY_074.basePlot.all, ABBY_075.basePlot.all, ABBY_076.basePlot.all, ABBY_071.phenology.phe, ABBY_072.phenology.phe, AIRSHED",5/1/18,5/31/18,Y,,,ABBY.20180501.plantReduction,NEON.DOC.003282vA,plantReduction,removal-thinning,,,,,U,800,,square m,primary,"COCOC, FRPU7, ALRU2, under performing and heavily diseased PSMEM. Biomass discarded in situ. Management activities reduced competition by removing hardwoods, mainly COCOC, FRPU7 and ALRU2, as well as under performing and diseased (Phaeocryptopus gaeumannii) PSMEM. These activities were conducted throughout the airshed entire plot area is affected.",Jzemaitis@battelleecology.org,,20241118T162411Z,RELEASE-2025
25,d9c8ee5f-58fd-41fe-a856-0b44ec1c8fdb,D16,ABBY,ABBY,"SOILPL102035, SOILPL102064, SOILPL102091, SOILPL102123, SOILPL102150",5/30/18,6/12/18,N,,,ABBY.20180530.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,"Trees were cut and left in place within and around all soil plots at ABBY, both coniferous (PSMEM) and deciduous (ALRU2, FRPU7, COCOC) individuals. This thinning appears to be prescribed as part of the stand management regime in place by our site host. No instrument were damaged in the process.",Kjones02@battelleecology.org,,20241118T173412Z,RELEASE-2025
26,9bbcdf8c-4b00-47ba-994e-1c61d4e559cd,D16,ABBY,ABBY,"ABBY_061.basePlot.all, ABBY_062.basePlot.all, ABBY_064.basePlot.all, ABBY_065.basePlot.all, ABBY_066.basePlot.all, ABBY_068.basePlot.all, ABBY_069.basePlot.all, ABBY_070.basePlot.all, ABBY_073.basePlot.all, ABBY_074.basePlot.all, ABBY_075.basePlot.all, ABBY_076.basePlot.all, ABBY_071.phenology.phe, ABBY_072.phenology.phe, AIRSHED",5/31/18,6/30/18,N,,,ABBY.20180501.plantReduction,NEON.DOC.003282vA,plantReduction,removal-thinning,,,,,U,800,,square m,primary,"COCOC, FRPU7, ALRU2, under performing and heavily diseased PSMEM. Biomass discarded in situ. Management activities reduced competition by removing hardwoods, mainly COCOC, FRPU7 and ALRU2, as well as under performing and diseased (Phaeocryptopus gaeumannii) PSMEM. These activities were conducted throughout the airshed entire plot area is affected.",Jzemaitis@battelleecology.org,,20241118T173412Z,RELEASE-2025
27,bcedd445-c85a-4223-8ba2-4f505e5e48c2,D16,ABBY,ABBY,"ABBY_002.basePlot.all, ABBY_002.tickPlot.tck, ABBY_002.mammalGrid.mam",6/10/18,7/6/18,N,estimated,The latest start date is 2018-06-15. The earliest end date is 2018-06-30.,ABBY.20180610.humanDisturbance,NEON.DOC.003282vA,humanDisturbance,humanDisturbance-other,,,,,,,,,primary,"New mountain biking trail created through plots. Minimal impact to sampling. Did not cross into inner 20x20 of base plots. Snakes through three lines of mammal grid, but does not interfere with trap locations.",bcarroll@neoninc.org,,20241118T122415Z,RELEASE-2025
28,a7543b95-abf7-4829-87b4-540b399a5075,D16,ABBY,ABBY,ABBY_035.mosquitoPoint.mos,8/26/19,9/25/19,Y,,,ABBY.20190826.obstruction,NEON.DOC.003282vB,obstruction,obstruction,,,,,,,,,primary,Logging being conducted above the road that is used to access this mosquito point. Heavy log-truck traffic made for unsafe conditions to access the mosquito point.,0000-0001-9581-8937,,20241118T025814Z,RELEASE-2025
29,eede94f0-1609-4d53-a9d9-ba082d1b42b4,D16,ABBY,ABBY,ABBY_035.mosquitoPoint.mos,9/25/19,9/26/19,N,,,ABBY.20190826.obstruction,NEON.DOC.003282vB,obstruction,obstruction,,,,,,,,,primary,Logging being conducted above the road that is used to access this mosquito point. Heavy log-truck traffic made for unsafe conditions to access the mosquito point.,0000-0001-9581-8937,,20241118T025814Z,RELEASE-2025
30,08917679-c234-4611-931e-8d0cd1e5f12e,D16,ABBY,ABBY,"ABBY_001.basePlot.all,ABBY_002.basePlot.all,ABBY_003.basePlot.all,ABBY_004.basePlot.all,ABBY_005.basePlot.all,ABBY_006.basePlot.all,ABBY_007.basePlot.all,ABBY_008.basePlot.all,ABBY_009.basePlot.all,ABBY_010.basePlot.all,ABBY_011.basePlot.all,ABBY_012.basePlot.all,ABBY_013.basePlot.all,ABBY_014.basePlot.all,ABBY_015.basePlot.all,ABBY_016.basePlot.all,ABBY_017.basePlot.all,ABBY_018.basePlot.all,ABBY_019.basePlot.all,ABBY_020.basePlot.all,ABBY_021.basePlot.all,ABBY_022.basePlot.all,ABBY_023.basePlot.all,ABBY_024.basePlot.all,ABBY_025.basePlot.all,ABBY_026.basePlot.all,ABBY_027.basePlot.all,ABBY_028.basePlot.all,ABBY_029.basePlot.all,ABBY_030.basePlot.all,ABBY_061.basePlot.all,ABBY_062.basePlot.all,ABBY_063.basePlot.all,ABBY_064.basePlot.all,ABBY_065.basePlot.all,ABBY_066.basePlot.all,ABBY_067.basePlot.all,ABBY_068.basePlot.all,ABBY_069.basePlot.all,ABBY_070.basePlot.all,ABBY_073.basePlot.all,ABBY_074.basePlot.all,ABBY_075.basePlot.all,ABBY_076.basePlot.all,ABBY_001.tickPlot.tck,ABBY_002.tickPlot.tck,ABBY_003.tickPlot.tck,ABBY_005.tickPlot.tck,ABBY_006.tickPlot.tck,ABBY_023.tickPlot.tck,ABBY_002.mammalGrid.mam,ABBY_003.mammalGrid.mam,ABBY_004.mammalGrid.mam,ABBY_007.mammalGrid.mam,ABBY_010.mammalGrid.mam,ABBY_011.mammalGrid.mam,ABBY_014.mammalGrid.mam,ABBY_023.mammalGrid.mam,ABBY_031.mosquitoPoint.mos,ABBY_032.mosquitoPoint.mos,ABBY_033.mosquitoPoint.mos,ABBY_034.mosquitoPoint.mos,ABBY_035.mosquitoPoint.mos,ABBY_036.mosquitoPoint.mos,ABBY_037.mosquitoPoint.mos,ABBY_038.mosquitoPoint.mos,ABBY_039.mosquitoPoint.mos,ABBY_040.mosquitoPoint.mos,ABBY_071.phenology.phe,ABBY_072.phenology.phe,ABBY,SOILPL102035,SOILPL102064,SOILPL102091,SOILPL102123,SOILPL102150,MEGAPT102179,TOWER102005,HUT110930,AIRSHED",6/25/21,6/29/21,N,estimated,peak heat day estimated to be 6/28/2021,ABBY.20210625.other,NEON.DOC.003282vD,other,other,,,,,,,,,primary,Record-breaking temperatures affected whole region. Some plants on site experienced sunburn damage and were potentially otherwise affected.,0000-0002-6647-0369,,20241118T063452Z,RELEASE-2025
31,86219626-7749-45c7-8558-ae53da1766c7,D16,ABBY,ABBY,"ABBY_002.basePlot.all, ABBY_002.tickPlot.tck, ABBY_002.mammalGrid.mam",7/5/22,7/6/22,N,estimated,"The plot area was visited by technicians to collect beetles on 07/05/2022 and them revisited the next day, 07/06/2022, by technicians to collect soils.",ABBY.20220705.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-trail,,,,,,0.3,0.6,m,primary,"A bike trail that runs through all three plots was recently trimmed back on the sides, a few feet (.3-.6 m). The mowing was only observed at the mammal and tick plots, but as it runs through all of them, there is an assumption that distributed plot ABBY_002 was affected as well.",0000-0001-6193-1800,,20241118T220513Z,RELEASE-2025
32,a7fec074-f5af-4dc6-920a-6918966a276c,D16,ABBY,ABBY,AIRSHED,8/10/23,8/10/23,N,actual,,ABBY.20230810.humanDisturbance,NEON.DOC.003282vD,humanDisturbance,humanDisturbance-other,,,,,,,,,primary,Removed lower level branches on three PSMEM trees near the tower to restore communications to ABBY site. About 1/6 to 1/9 of the branches in the understory were removed.,0000-0002-0205-7735,,20241118T175258Z,RELEASE-2025
33,baff4862-b5fc-4f09-90c7-7e087eba599d,D10,ARIK,ARIK,"METSTN101250,ARIK.AOS.reach,ARIK.AOS.riparian.transect.01,ARIK.AOS.riparian.transect.02,ARIK.AOS.riparian.transect.03,ARIK.AOS.riparian.transect.04,ARIK.AOS.riparian.transect.05,ARIK.AOS.riparian.transect.06,ARIK.AOS.riparian.transect.07,ARIK.AOS.riparian.transect.08,ARIK.AOS.riparian.transect.09,ARIK.AOS.riparian.transect.10,ARIK.AOS.S2,ARIK.AOS.groundwater.well.001,ARIK.AOS.groundwater.well.002,ARIK.AOS.groundwater.well.003,ARIK.AOS.groundwater.well.004,ARIK.AOS.groundwater.well.005,ARIK.AOS.groundwater.well.006,CFGLOC101675",7/16/12,7/16/12,N,actual,,ARIK.20120716.ownershipChange,NEON.DOC.003282vA,ownershipChange,other,"Nathan Andrews, The Nature Conservancy",,,,,,,,primary,Runs Cattle on the property. Initial reporting of Land Ownership,Skremidas@battelleecology.org,,20241118T104754Z,RELEASE-2025
34,9e22b694-dc38-4edc-9d61-e20f2a09eb7a,D10,ARIK,ARIK,ARIK.AOS.S2,2/1/17,2/1/17,N,actual,,ARIK.20170201.otherNaturalDisturbance,NEON.DOC.003282vA,otherNaturalDisturbance,other,,,Chelydra serpentina,,,,,,primary,Dead individual 1m above SWC sampling location.,Bnance@Battelleecology.org,,20241118T060218Z,RELEASE-2025
35,79f38608-b877-4a6c-9951-74aeb32fe1c1,D10,ARIK,ARIK,"METSTN101250,ARIK.AOS.reach,ARIK.AOS.riparian.transect.01,ARIK.AOS.riparian.transect.02,ARIK.AOS.riparian.transect.03,ARIK.AOS.riparian.transect.04,ARIK.AOS.riparian.transect.05,ARIK.AOS.riparian.transect.06,ARIK.AOS.riparian.transect.07,ARIK.AOS.riparian.transect.08,ARIK.AOS.riparian.transect.09,ARIK.AOS.riparian.transect.10,ARIK.AOS.S2,ARIK.AOS.groundwater.well.001,ARIK.AOS.groundwater.well.002,ARIK.AOS.groundwater.well.003,ARIK.AOS.groundwater.well.004,ARIK.AOS.groundwater.well.005,ARIK.AOS.groundwater.well.006,CFGLOC101675",11/20/17,11/24/17,N,,,ARIK.20171120.other,NEON.DOC.003282vA,other,other,,,Bos taurus,,,,,,secondary,Site closure due to cattle weening.,Skremidas@battelleecology.org,,20241118T115009Z,RELEASE-2025
36,1d1c36d1-207c-4f2e-b9a4-2771bc2d086a,D10,ARIK,ARIK,ARIK.AOS.S2,5/24/18,6/1/18,N,,,ARIK.20180524.wildlifeDisturbance,NEON.DOC.003282vA,wildlifeDisturbance,wildlifeDisturbance,,,,,,,,,unknown,Beaver dam is forming pool at S2,Bnance@Battelleecology.org,,20241118T111620Z,RELEASE-2025
37,c2a9caac-32c8-4982-a196-c3190a451d64,D10,ARIK,ARIK,ARIK.AOS.reach,5/25/19,5/29/19,N,,,ARIK.20190525.humanDisturbance,NEON.DOC.003282vB,humanDisturbance,humanDisturbance-other,,,,,,,,,secondary,A fish sampling event was conducted by an external researcher. Each site (12 total) of 100 m was sampled by two passes of a single backpack electroshocker and a third pass by a combination of seine and shocker. Dip nets used for mosquitofish in the backwater habitat. Only one of the sample locations was located within our permitted reach and was approx. 300 meters downstream of S2 sensor set.,hschartel@battelleecology.org,,20241118T161632Z,RELEASE-2025
38,b80da275-443b-4198-a460-ba5fb0826258,D10,ARIK,ARIK,ARIK.AOS.S2,6/5/19,6/5/19,N,actual,,ARIK.20190605.wildlifeDisturbance,NEON.DOC.003282vB,wildlifeDisturbance,wildlifeDisturbance,,,,,,,,,unknown,6/5/2019 Beaver dam built overnight. We left the stream at 6pm and it was not there. Upon arrival @ 9am it was here. 6/11/2019 The dam has grown since the above date and attached is another photo.,cowell@battelleecology.org,,20241118T043434Z,RELEASE-2025
39,9a4bf498-8611-42a4-8557-ae244eab9585,D10,ARIK,ARIK,ARIK,11/1/19,11/6/19,N,,,ARIK.20191101.wildlifeDisturbance,NEON.DOC.003282vB,wildlifeDisturbance,wildlifeDisturbance,,,Bos taurus,,,0,100,percent,primary,Cows were seen around sensor set 2 on 11/04/2019. Unsure of exact dates that the cows entered and exited the stream reach. A salt block and watering hole were set up near sensor set 2 around this time.,0000-0002-7071-0855,,20241118T014934Z,RELEASE-2025
