,Unnamed: 0,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
1285,1285,d4d46b6d-3c38-4fcd-ab5e-87a729fea4f8,D03,JERC,JERC,JERC_004.tickPlot.tck,4/5/22,4/12/22,N,estimated,Tillage fresh date estimated to have happened within the week,JERC.20220405.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,100.0,400.0,square m,primary,Majority of plot tilled and possibly planted.,0000-0003-1476-1962,,20241118T115644Z,RELEASE-2025
1303,1303,177c788e-964f-42b4-bf6b-d8454f2fdf14,D03,JERC,JERC,JERC_067.phenology.phe,6/14/22,6/14/22,N,actual,,JERC.20220614.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,10.0,1000.0,square m,primary,Tilling roads that run through phenology grid,0000-0003-1476-1962,,20241118T100502Z,RELEASE-2025
1323,1323,ea1d5d78-6600-406e-baf2-b95d65c6905f,D03,JERC,JERC,JERC,11/1/22,11/1/22,N,estimated,Sometime between Nov. 1 and Dec. 1 disturbance occurred.,JERC.20221101.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,400.0,800.0,square m,primary,About 70 percent of plot tilled. Uncertain if any crops planted but it does not seem like it right now.,0000-0002-9814-2044,,20241118T031132Z,RELEASE-2025
1325,1325,27b34a03-79ea-4954-b3ac-a94b6dfd3e2b,D03,JERC,JERC,JERC_015.basePlot.all,10/31/22,11/12/22,N,estimated,Not sure of the start or end date.,JERC.20221031.tillage,NEON.DOC.003282vD,tillage,tillage-conservation,,Quercus spp.,,,,0.0,2.0,acre,secondary,JERC roller chopped this plot and surrounding areas causing the plot markers to disappear. 3 corners could not be found and only Center and SE corner were found. There could be more disturbed plots to add to this list later.,0000-0001-9827-4562,,20241118T031132Z,RELEASE-2025
1329,1329,15e3d4f0-dca1-4d10-832a-7afbe0edf47b,D03,JERC,JERC,JERC_004.basePlot.all,12/7/22,12/7/22,N,estimated,Happened sometime in the last week.,JERC.20221207.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,200.0,400.0,square m,primary,Uncertain if planted at same time as tilling.,0000-0002-9814-2044,,20241118T175445Z,RELEASE-2025
1366,1366,afff0659-735b-4139-92eb-8ac7798bb95d,D03,JERC,JERC,JERC_067.phenology.phe,11/3/23,11/6/23,N,estimated,Probably happened within the last week or so,JERC.20231103.tillage,NEON.DOC.003282vD,tillage,tillage-conservation,,,,,,,,,secondary,"There are 2 agriculture plots that the phenoloop runs through and they tilled the plot, it didn't affect any phenology plants.",0000-0001-9827-4562,,20241118T105319Z,RELEASE-2025
1430,1430,c38b6652-df11-41fe-ae03-1deb59094c57,D06,KONA,KONA,KONA_002.basePlot.all,4/11/19,4/11/19,N,actual,,KONA.20190411.tillage,NEON.DOC.003282vB,tillage,tillage-conventional,,,,,,1600.0,,square m,secondary,,eminnick@battelleecology.org,,20241118T190927Z,RELEASE-2025
1431,1431,2412c1e1-ace8-4d89-baf7-d0842bb410ab,D06,KONA,KONA,"KONA_006.basePlot.all, KONA_009.basePlot.all, KONA_030.basePlot.all, KONA_006.mammalGrid.mam",4/15/19,4/15/19,N,actual,,KONA.20190415.tillage,NEON.DOC.003282vB,tillage,tillage-conventional,,,,,,12900.0,,square m,secondary,also includes KONA_032. base plot.,thillman@battelleecology.org,,20241118T190927Z,RELEASE-2025
1432,1432,69924870-cbb5-466f-8f98-2be6847cabb3,D06,KONA,KONA,"KONA_049.basePlot.all, KONA_050.basePlot.all, KONA_051.basePlot.all, KONA_052.basePlot.all, KONA_054.basePlot.all, KONA_056.basePlot.all, KONA_058.basePlot.all, KONA_059.basePlot.all, KONA_061.basePlot.all, KONA_063.basePlot.all, KONA_064.basePlot.all, KONA_066.basePlot.all, KONA_068.basePlot.all, KONA_070.basePlot.all, KONA_071.basePlot.all, KONA_073.basePlot.all, KONA_074.basePlot.all, KONA_076.basePlot.all, KONA_078.phenology.phe, SOILPL102390, SOILPL102419, SOILPL102446, SOILPL102479, SOILPL102506, MEGAPT100977, TOWER102356, HUT110625, AIRSHED",4/18/19,4/23/19,N,,,KONA.20190418.tillage,NEON.DOC.003282vB,tillage,tillage-conventional,,,,,,40000.0,,square m,primary,,eminnick@battelleecology.org,,20241118T190927Z,RELEASE-2025
1440,1440,e97dc526-4750-48a5-8b51-e6571a09a308,D06,KONA,KONA,"KONA_002.basePlot.all, KONA_002.tickPlot.tck",6/4/20,6/16/20,N,,,KONA.20200604.tillage,NEON.DOC.003282vC,tillage,tillage-conventional,,,,,,0.0,0.0,other,primary,,0000-0002-3172-0145,,20241118T034051Z,RELEASE-2025
1443,1443,9aa5373b-bf3f-49c3-bd41-f8110b3bc3eb,D06,KONA,KONA,"KONA_004.basePlot.all, KONA_010.basePlot.all, KONA_012.basePlot.all, KONA_013.basePlot.all, KONA_021.basePlot.all, KONA_027.basePlot.all, KONA_028.basePlot.all, KONA_021.tickPlot.tck, KONA_004.mammalGrid.mam, KONA_013.mammalGrid.mam, KONA_036.mosquitoPoint.mos",8/11/20,8/25/20,N,estimated,The latest start date is 2020-08-12. The earliest end date is 2020-08-12.,KONA.20200811.tillage,NEON.DOC.003282vC,tillage,tillage-conventional,,,,,,0.0,0.0,other,primary,,0000-0002-3172-0145,,20241118T171055Z,RELEASE-2025
1445,1445,910b8104-d9e5-43fc-a918-ba047afbab60,D06,KONA,KONA,"KONA_048.basePlot.all, KONA_049.basePlot.all, KONA_050.basePlot.all, KONA_051.basePlot.all, KONA_052.basePlot.all, KONA_053.basePlot.all, KONA_054.basePlot.all, KONA_055.basePlot.all, KONA_056.basePlot.all, KONA_057.basePlot.all, KONA_058.basePlot.all, KONA_059.basePlot.all, KONA_060.basePlot.all, KONA_061.basePlot.all, KONA_062.basePlot.all, KONA_063.basePlot.all, KONA_064.basePlot.all, KONA_065.basePlot.all, KONA_066.basePlot.all, KONA_067.basePlot.all, KONA_068.basePlot.all, KONA_069.basePlot.all, KONA_070.basePlot.all, KONA_071.basePlot.all, KONA_072.basePlot.all, KONA_073.basePlot.all, KONA_074.basePlot.all, KONA_075.basePlot.all, KONA_076.basePlot.all, KONA_077.basePlot.all, KONA, SOILPL102390, SOILPL102419, SOILPL102446, SOILPL102479, SOILPL102506",9/15/20,9/21/20,N,estimated,The latest start date is 2020-09-15. The earliest end date is 2020-09-21.,KONA.20200915.tillage,NEON.DOC.003282vC,tillage,tillage-conventional,,,,,,25.0,35.0,acre,primary,,0000-0002-3172-0145,,20241118T080352Z,RELEASE-2025
1452,1452,4d3d6a4c-92b5-4c2e-922f-c06151305b3b,D06,KONA,KONA,"KONA_002.basePlot.all, KONA_002.tickPlot.tck",4/14/21,4/28/21,N,estimated,Tilling occured within two week window during beetle bout,KONA.20210414.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,100.0,100.0,percent,primary,Both plots were completely tilled,0000-0002-3172-0145,,20241118T213939Z,RELEASE-2025
1455,1455,68cfc26f-af00-4fbf-bb0b-30824b4790df,D06,KONA,KONA,"KONA_002.basePlot.all, KONA_005.basePlot.all, KONA_002.tickPlot.tck",4/28/21,5/12/21,N,estimated,Tilling occured within two week window during beetle bout,KONA.20210428.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,100.0,100.0,percent,primary,All plots were completely tilled,0000-0002-3172-0145,,20241118T140455Z,RELEASE-2025
1461,1461,9acbec32-5e82-4c61-a55d-36c55976a0f7,D06,KONA,KONA,"KONA_004.basePlot.all, KONA_010.basePlot.all, KONA_012.basePlot.all, KONA_013.basePlot.all, KONA_020.basePlot.all, KONA_021.basePlot.all, KONA_027.basePlot.all, KONA_028.basePlot.all, KONA_004.tickPlot.tck, KONA_021.tickPlot.tck, KONA_036.mosquitoPoint.mos",5/26/21,6/9/21,N,estimated,Tilling occured during the beetle bout,KONA.20210526.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,100.0,100.0,percent,primary,All selected plots were completely tilled,0000-0002-3172-0145,,20241118T092302Z,RELEASE-2025
1467,1467,8f5a19bf-15ac-46f4-99f9-0f801fe1f9f2,D06,KONA,KONA,"KONA_049.basePlot.all, KONA_050.basePlot.all, KONA_051.basePlot.all, KONA_052.basePlot.all, KONA_054.basePlot.all, KONA_056.basePlot.all, KONA_058.basePlot.all, KONA_059.basePlot.all, KONA_061.basePlot.all, KONA_063.basePlot.all, KONA_064.basePlot.all, KONA_066.basePlot.all, KONA_068.basePlot.all, KONA_070.basePlot.all, KONA_071.basePlot.all, KONA_073.basePlot.all, KONA_074.basePlot.all, KONA_076.basePlot.all, KONA_078.phenology.phe, SOILPL102390, SOILPL102419, SOILPL102446, SOILPL102479, SOILPL102506, TOWER102356, HUT110625, AIRSHED",7/29/21,8/4/21,N,estimated,Tillage occurred in between these dates,KONA.20210729.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,99.0,100.0,percent,primary,All plots within the field were completely tilled,0000-0002-3172-0145,,20241118T072356Z,RELEASE-2025
1472,1472,fed7f11b-75e2-4bd4-8a87-988f99489404,D06,KONA,KONA,"KONA_069.basePlot.all,KONA_077.basePlot.all,KONA_053.basePlot.all,KONA_057.basePlot.all,KONA_072.basePlot.all,KONA_065.basePlot.all,KONA_060.basePlot.all,KONA_048.basePlot.all,KONA_075.basePlot.all,KONA_062.basePlot.all,KONA_055.basePlot.all,KONA_079.basePlot.all,KONA_067.basePlot.all, KONA_061.basePlot.all,KONA_068.basePlot.all,KONA_056.basePlot.all,KONA_052.basePlot.all,KONA_063.basePlot.all,KONA_054.basePlot.all,KONA_071.basePlot.all,KONA_070.basePlot.all,KONA_074.basePlot.all,KONA_059.basePlot.all,KONA_051.basePlot.all,KONA_064.basePlot.all,KONA_066.basePlot.all,KONA_050.basePlot.all,KONA_073.basePlot.all,KONA_058.basePlot.all,KONA_076.basePlot.all,KONA_049.basePlot.all,Konza Prairie Soil Plot SP1,Konza Prairie Soil Plot SP2,Konza Prairie Soil Plot SP3,Konza Prairie Soil Plot SP4,Konza Prairie Soil Plot SP5,Konza Prairie Tower,Airshed: Typical area of influence for tower-based gas observations",3/29/22,3/29/22,N,actual,,KONA.20220329.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,80.0,100.0,percent,primary,,0000-0002-3172-0145,,20241118T030842Z,RELEASE-2025
1493,1493,5a1a5402-49c0-4164-b811-467a871624dd,D06,KONA,KONA,"KONA_042.mosquitoPoint.mos, KONA_004.basePlot.all,KONA_010.basePlot.all,KONA_012.basePlot.all,KONA_013.basePlot.all,KONA_020.basePlot.all,KONA_021.basePlot.all,KONA_027.basePlot.all,KONA_028.basePlot.all,KONA_032.basePlot.all,KONA_004.mammalGrid.mam,KONA_013.mammalGrid.mam,KONA_004.tickPlot.tck,KONA_021.tickPlot.tck,KONA_036.mosquitoPoint.mos, KONA_007.basePlot.all,KONA_016.basePlot.all,KONA_018.basePlot.all,KONA_016.mammalGrid.mam,KONA_038.mosquitoPoint.mos, KONA_003.basePlot.all,KONA_014.basePlot.all,KONA_003.tickPlot.tck,KONA_040.mosquitoPoint.mos, KONA_024.basePlot.all,KONA_035.basePlot.all",7/6/23,7/28/23,N,actual,Tilling occurred between start and end dates,KONA.20230706.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,,,,secondary,,0000-0002-3172-0145,,20241118T155137Z,RELEASE-2025
1500,1500,5447adea-1963-4adb-a46d-b5c3be054fd8,D06,KONA,KONA,"KONA, SOILPL102390, SOILPL102419, SOILPL102446, SOILPL102479, SOILPL102506, MEGAPT100977, TOWER102356, HUT110625, AIRSHED, CFGLOC110683, CFGLOC110684",10/17/23,10/17/23,N,actual,,KONA.20231017.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,,,,primary,"Areas near NEON infrastructure tilled by NEON technicians using roto tiller. Site host planted wheat without tilling, but we would not be able to do so without heavy farm equipment.",0000-0002-3172-0145,,20241118T103123Z,RELEASE-2025
2029,2029,64fbf76b-6c78-404b-b7d0-0acd7fefefd4,D04,LAJA,LAJA,LAJA_021.basePlot.all,9/10/19,9/10/19,N,actual,,LAJA.20190910.tillage,NEON.DOC.003282vB,tillage,tillage-other,,,,,,40.0,40.0,m,primary,Plot was tillage prior plant diversity sampling,0000-0002-9129-5419,,20241118T105724Z,RELEASE-2025
2032,2032,edc7b3f3-42d6-4020-9d26-7d0dc52d7dc1,D04,LAJA,LAJA,LAJA_009.basePlot.all,9/10/19,9/10/19,N,actual,,LAJA.20190910.tillage,NEON.DOC.003282vB,tillage,tillage-other,,,,,,40.0,40.0,m,primary,Plot was tillage prior to plant diversity sampling,0000-0002-9129-5419,,20241118T105724Z,RELEASE-2025
2053,2053,b67ce866-ccf1-4b9b-b8e1-60ce6a1ef64d,D04,LAJA,LAJA,LAJA_022.basePlot.all,9/2/20,9/16/20,N,estimated,The latest start date is 2020-09-02. The earliest end date is 2020-09-16.,LAJA.20200902.tillage,NEON.DOC.003282vC,tillage,tillage-conventional,,,,,,400.0,400.0,m,primary,The exact tillage date could not be determinate. Due to the presence of small seedling in the tillage area this could indicate that the tillage was done maybe a week or two prior our report.,0000-0002-9129-5419,,20241118T184906Z,RELEASE-2025
2054,2054,33fb1b40-cd6e-4893-989e-48b012025f3d,D04,LAJA,LAJA,LAJA_016.basePlot.all,9/2/20,9/16/20,N,estimated,The latest start date is 2020-09-02. The earliest end date is 2020-09-16.,LAJA.20200902.tillage,NEON.DOC.003282vC,tillage,tillage-conventional,,,,,,400.0,400.0,m,primary,The exact tillage date could not be determinate. Due to the presence of small seedling in the tillage area this could indicate that the tillage was done maybe a week or two prior our report.,0000-0002-9129-5419,,20241118T184906Z,RELEASE-2025
2055,2055,68bdddcd-22bd-43d3-8b15-9caedf1c0960,D04,LAJA,LAJA,LAJA_021.basePlot.all,9/15/20,9/16/20,N,estimated,The latest start date is 2020-09-15. The earliest end date is 2020-09-16.,LAJA.20200915.tillage,NEON.DOC.003282vC,tillage,tillage-conventional,,,,,,400.0,400.0,m,primary,,0000-0002-9129-5419,,20241118T184906Z,RELEASE-2025
2056,2056,c38aa566-4306-482e-9f5f-93e993e89948,D04,LAJA,LAJA,LAJA_026.basePlot.all,9/3/20,9/17/20,N,estimated,The latest start date is 2020-09-03. The earliest end date is 2020-09-17.,LAJA.20200903.tillage,NEON.DOC.003282vC,tillage,tillage-conventional,,,,,,250.0,250.0,m,primary,The exact tillage date could not be determinate. Due to the presence of small seedling in the tillage area this could indicate that the tillage was done maybe a week or two prior our report.,0000-0002-9129-5419,,20241118T184906Z,RELEASE-2025
2067,2067,6408b2b7-92ad-43bd-bd68-4ae093a47638,D04,LAJA,LAJA,"LAJA_071.phenology.phe, LAJA_043.basePlot.all, LAJA_049.basePlot.all, LAJA_067.basePlot.all",1/22/21,1/27/21,N,actual,,LAJA.20210122.tillage,NEON.DOC.003282vD,tillage,tillage-conservation,,,,,,4800.0,4800.0,m,primary,The event occurred during those days,0000-0002-9129-5419,,20241118T205852Z,RELEASE-2025
2085,2085,a1e83275-8878-41d3-aef4-29ab6abc04a0,D04,LAJA,LAJA,"LAJA_003.basePlot.all, LAJA_003.tickPlot.tck, LAJA_011.basePlot.all, LAJA_013.basePlot.all, LAJA_005.basePlot.all, LAJA_031.mosquitoPoint.mos",9/7/21,9/7/21,N,estimated,1 day of difference,LAJA.20210907.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,1.0,1.0,count,primary,,0000-0002-4067-8225,,20241118T191315Z,RELEASE-2025
2095,2095,82cf9cd2-8016-4c8f-80aa-36fa8ff1f151,D04,LAJA,LAJA,LAJA_016.basePlot.all,9/12/22,9/12/22,N,actual,,LAJA.20220912.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,20.0,20.0,m,primary,,0000-0002-9129-5419,,20241118T154609Z,RELEASE-2025
2096,2096,c4714f74-92e4-4b42-b334-2412673dcde4,D04,LAJA,LAJA,LAJA_021.basePlot.all,9/12/22,9/12/22,N,actual,,LAJA.20220912.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,20.0,20.0,magnitude,primary,,0000-0002-9129-5419,,20241118T154609Z,RELEASE-2025
2627,2627,e863f6f4-0347-49ac-9171-f8e71bd4857a,D03,OSBS,OSBS,OSBS_032.basePlot.all,3/18/19,3/18/19,N,actual,,OSBS.20190318.tillage,NEON.DOC.003282vB,tillage,tillage-other,,,,,,,,,primary,Raking litter and duff from base of longleaf pine.,mkerstein@neoninc.org,,20241118T013842Z,RELEASE-2025
2748,2748,82a8c225-f010-433e-abfa-171be48afa66,D09,PRLA,PRLA,"PRLA.AOS.riparian.point.12, PRLA.AOS.riparian.point.11",5/3/21,5/3/21,N,estimated,Could have happened up to three days earlier,PRLA.20210503.tillage,NEON.DOC.003282vD,tillage,tillage-conventional,,,,,,10.0,12.0,acre,primary,,0000-0002-1892-7221,,20241118T100957Z,RELEASE-2025
3298,3298,69ae2694-d6ff-46c9-b0e2-93b464f787ae,D10,STER,STER,"STER_033.basePlot.all, STER_033.tickPlot.tck, STER_030.mosquitoPoint.mos, STER_037.mosquitoPoint.mos",3/1/17,3/31/17,Y,,,STER.20170301.tillage,NEON.DOC.003282vA,tillage,tillage-conventional,,,,,,,,,unknown,,skremidas@battelleecology.org,,20241118T184513Z,RELEASE-2025
3300,3300,2f3c17a3-6c4e-45b7-a1df-08a9ad9cc69f,D10,STER,STER,"STER_033.basePlot.all, STER_033.tickPlot.tck, STER_030.mosquitoPoint.mos, STER_037.mosquitoPoint.mos",3/31/17,4/20/17,N,,,STER.20170301.tillage,NEON.DOC.003282vA,tillage,tillage-conventional,,,,,,,,,unknown,,skremidas@battelleecology.org,,20241118T125742Z,RELEASE-2025
3302,3302,eeedc172-7ff6-4342-8fce-780bafdccb56,D10,STER,STER,"STER_006.basePlot.all, STER_007.basePlot.all, STER_008.basePlot.all, STER_009.basePlot.all, STER_010.basePlot.all, STER_011.basePlot.all, STER_012.basePlot.all, STER_013.basePlot.all, STER_014.basePlot.all, STER_015.basePlot.all, STER_016.basePlot.all, STER_018.basePlot.all, STER_006.tickPlot.tck, STER_006.mammalGrid.mam, STER_044.mosquitoPoint.mos, STER_017.phenology.phe, STER_020.phenology.phe, SOILPL100095, SOILPL100097, SOILPL100098, SOILPL108975, SOILPL109029, TOWER100002",5/6/17,5/17/17,N,,,STER.20170506.tillage,NEON.DOC.003282vA,tillage,tillage-conventional,,,,,,,,,primary,,skremidas@battelleecology.org,,20241118T070850Z,RELEASE-2025
3304,3304,7fb51fcd-3f50-45c6-b851-7a5c47c79181,D10,STER,STER,"STER_003.basePlot.all, STER_004.basePlot.all, STER_005.basePlot.all, STER_006.basePlot.all, STER_007.basePlot.all, STER_008.basePlot.all, STER_009.basePlot.all, STER_010.basePlot.all, STER_011.basePlot.all, STER_012.basePlot.all, STER_013.basePlot.all, STER_014.basePlot.all, STER_015.basePlot.all, STER_016.basePlot.all, STER_018.basePlot.all, STER_026.basePlot.all, STER_027.basePlot.all, STER_028.basePlot.all, STER_031.basePlot.all, STER_032.basePlot.all, STER_034.basePlot.all, STER_006.tickPlot.tck, STER_026.tickPlot.tck, STER_027.tickPlot.tck, STER_028.tickPlot.tck, STER_006.mammalGrid.mam, STER_026.mammalGrid.mam, STER_027.mammalGrid.mam, STER_028.mammalGrid.mam, STER_036.mosquitoPoint.mos, STER_038.mosquitoPoint.mos, STER_039.mosquitoPoint.mos, STER_040.mosquitoPoint.mos, STER_041.mosquitoPoint.mos, STER_042.mosquitoPoint.mos, STER_043.mosquitoPoint.mos, STER_044.mosquitoPoint.mos, STER_017.phenology.phe, STER_020.phenology.phe, SOILPL100095, SOILPL100097, SOILPL100098, SOILPL108975, SOILPL109029",7/1/17,7/31/17,Y,,,STER.20170701.tillage,NEON.DOC.003282vA,tillage,tillage-conventional,,,,,,,,,primary,,skremidas@battelleecology.org,,20241118T165730Z,RELEASE-2025
3306,3306,a111368d-c5e8-4b85-b141-ad52febdbb8d,D10,STER,STER,"STER_003.basePlot.all, STER_004.basePlot.all, STER_005.basePlot.all, STER_006.basePlot.all, STER_007.basePlot.all, STER_008.basePlot.all, STER_009.basePlot.all, STER_010.basePlot.all, STER_011.basePlot.all, STER_012.basePlot.all, STER_013.basePlot.all, STER_014.basePlot.all, STER_015.basePlot.all, STER_016.basePlot.all, STER_018.basePlot.all, STER_026.basePlot.all, STER_027.basePlot.all, STER_028.basePlot.all, STER_031.basePlot.all, STER_032.basePlot.all, STER_034.basePlot.all, STER_006.tickPlot.tck, STER_026.tickPlot.tck, STER_027.tickPlot.tck, STER_028.tickPlot.tck, STER_006.mammalGrid.mam, STER_026.mammalGrid.mam, STER_027.mammalGrid.mam, STER_028.mammalGrid.mam, STER_036.mosquitoPoint.mos, STER_038.mosquitoPoint.mos, STER_039.mosquitoPoint.mos, STER_040.mosquitoPoint.mos, STER_041.mosquitoPoint.mos, STER_042.mosquitoPoint.mos, STER_043.mosquitoPoint.mos, STER_044.mosquitoPoint.mos, STER_017.phenology.phe, STER_020.phenology.phe, SOILPL100095, SOILPL100097, SOILPL100098, SOILPL108975, SOILPL109029",7/31/17,8/21/17,N,,,STER.20170701.tillage,NEON.DOC.003282vA,tillage,tillage-conventional,,,,,,,,,primary,,skremidas@battelleecology.org,,20241118T102206Z,RELEASE-2025
3311,3311,f4e63ecc-28e9-459e-9f8e-c3b71f4e917d,D10,STER,STER,"STER_027.basePlot.all, STER_034.basePlot.all, STER_026.mammalGrid.mam, STER_036.mosquitoPoint.mos, STER_042.mosquitoPoint.mos",4/26/18,4/30/18,N,,,STER.20180426.tillage,NEON.DOC.003282vA,tillage,tillage-conventional,,,,,,,,,secondary,,skremidas@battelleecology.org,,20241118T125924Z,RELEASE-2025
