,Unnamed: 0,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
258,258,75f83143-c693-4e13-b309-9a5a3792d40b,D19,BONA,BONA,"BONA_001.basePlot.all,BONA_002.basePlot.all,BONA_003.basePlot.all,BONA_004.basePlot.all,BONA_005.basePlot.all,BONA_006.basePlot.all,BONA_007.basePlot.all,BONA_008.basePlot.all,BONA_009.basePlot.all,BONA_010.basePlot.all,BONA_011.basePlot.all,BONA_012.basePlot.all,BONA_013.basePlot.all,BONA_014.basePlot.all,BONA_015.basePlot.all,BONA_016.basePlot.all,BONA_017.basePlot.all,BONA_018.basePlot.all,BONA_019.basePlot.all,BONA_020.basePlot.all,BONA_021.basePlot.all,BONA_022.basePlot.all,BONA_023.basePlot.all,BONA_024.basePlot.all,BONA_025.basePlot.all,BONA_026.basePlot.all,BONA_027.basePlot.all,BONA_028.basePlot.all,BONA_029.basePlot.all,BONA_030.basePlot.all,BONA_070.basePlot.all,BONA_071.basePlot.all,BONA_072.basePlot.all,BONA_073.basePlot.all,BONA_074.basePlot.all,BONA_075.basePlot.all,BONA_076.basePlot.all,BONA_077.basePlot.all,BONA_078.basePlot.all,BONA_079.basePlot.all,BONA_080.basePlot.all,BONA_081.basePlot.all,BONA_082.basePlot.all,BONA_083.basePlot.all,BONA_084.basePlot.all,BONA_085.basePlot.all,BONA_086.basePlot.all,BONA_087.basePlot.all,BONA_088.basePlot.all,BONA_089.basePlot.all,BONA_093.basePlot.all,BONA_002.tickPlot.tck,BONA_004.tickPlot.tck,BONA_012.tickPlot.tck,BONA_013.tickPlot.tck,BONA_020.tickPlot.tck,BONA_044.tickPlot.tck,BONA_002.mammalGrid.mam,BONA_004.mammalGrid.mam,BONA_014.mammalGrid.mam,BONA_020.mammalGrid.mam,BONA_023.mammalGrid.mam,BONA_028.mammalGrid.mam,BONA_029.mammalGrid.mam,BONA_033.mammalGrid.mam,BONA_094.mammalGrid.mam,BONA_002.birdGrid.brd,BONA_003.birdGrid.brd,BONA_004.birdGrid.brd,BONA_005.birdGrid.brd,BONA_006.birdGrid.brd,BONA_007.birdGrid.brd,BONA_008.birdGrid.brd,BONA_012.birdGrid.brd,BONA_013.birdGrid.brd,BONA_014.birdGrid.brd,BONA_016.birdGrid.brd,BONA_021.birdGrid.brd,BONA_022.birdGrid.brd,BONA_023.birdGrid.brd,BONA_032.birdGrid.brd,BONA_034.mosquitoPoint.mos,BONA_035.mosquitoPoint.mos,BONA_036.mosquitoPoint.mos,BONA_037.mosquitoPoint.mos,BONA_038.mosquitoPoint.mos,BONA_039.mosquitoPoint.mos,BONA_040.mosquitoPoint.mos,BONA_041.mosquitoPoint.mos,BONA_042.mosquitoPoint.mos,BONA_043.mosquitoPoint.mos,BONA_090.phenology.phe,BONA_091.phenology.phe,BONA_092.phenology.phe,BONA,SOILPL112010,SOILPL112011,SOILPL112012,SOILPL112013,SOILPL112014,MEGAPT112075,TOWER111958,HUT111899,CFGLOC112155,AIRSHED,CFGLOC112000,CFGLOC112001",7/28/23,8/15/23,N,estimated,Start is fire discovery date.,BONA.20230728.fire,NEON.DOC.003282vD,fire,fire-wildfire,,,,unknown,,,,,secondary,See INC0067660 for sampling impacts,0000-0002-3945-3811,,20241118T131459Z,RELEASE-2025
271,271,f776ed6e-0edb-4b30-b5b0-96f2fc52e967,D19,CARI,CARI,"METSTN103480,CARI.AOS.reach,CARI.AOS.riparian.transect.01,CARI.AOS.riparian.transect.02,CARI.AOS.riparian.transect.03,CARI.AOS.riparian.transect.04,CARI.AOS.riparian.transect.05,CARI.AOS.riparian.transect.06,CARI.AOS.riparian.transect.07,CARI.AOS.riparian.transect.08,CARI.AOS.riparian.transect.09,CARI.AOS.riparian.transect.10,CARI.AOS.S2,CARI.AOS.groundwater.well.001,CARI.AOS.groundwater.well.002,CARI.AOS.groundwater.well.003,CARI.AOS.groundwater.well.004,CARI.AOS.groundwater.well.005,CARI.AOS.groundwater.well.006,CARI.AOS.groundwater.well.007,CARI.AOS.groundwater.well.008",6/21/19,6/24/19,N,,,CARI.20190621.fire,NEON.DOC.003282vB,fire,fire-wildfire,"Shovel Creek Fire, Nugget Creek Fire, and other smaller fires",,,low,,,,,primary,"Fire is not within BO site boundaries, but smoke is intermittently present at all plots. Smoke from the Shovel Creek Fire, Nugget Creek Fire, and various other small fires are inundating BONA with smoke ranging from a PM 2. 5 of 12 to 300+",townsend@battelleecology.org,,20241118T125501Z,RELEASE-2025
293,293,dc96e5a8-556f-43ab-ba73-ecc3deb0cabc,D19,CARI,CARI,"CARI.AOS.reach, CARI.AOS.groundwater.well.008, CARI.AOS.groundwater.well.007, CARI.AOS.groundwater.well.006, CARI.AOS.groundwater.well.005, CARI.AOS.groundwater.well.004, CARI.AOS.groundwater.well.003, CARI.AOS.groundwater.well.002, CARI.AOS.groundwater.well.001, CARI.AOS.riparian.transect.10, CARI.AOS.riparian.transect.09, CARI.AOS.riparian.transect.08, CARI.AOS.riparian.transect.07, CARI.AOS.riparian.transect.06, CARI.AOS.riparian.transect.05, CARI.AOS.riparian.transect.04, CARI.AOS.riparian.transect.03, CARI.AOS.riparian.transect.02, CARI.AOS.riparian.transect.01, CARI.AOS.gauge, CARI.AOS.discharge, CARI.AOS.S2, CFGLOC103477, CFGLOC103467, CFGLOC103465, CFGLOC103479, CFGLOC103473, CFGLOC103475, CFGLOC103469, CFGLOC103471, SGAUGE103461, CFGLOC103462, CARI.AOS.gauge, S1LOC103452, CFGLOC113838, CFGLOC103454, S2LOC103456, CFGLOC113839, CFGLOC103458, METSTN103480, CFGLOC103484, CFGLOC103486, CFGLOC103485, CFGLOC103481, CFGLOC103482, CFGLOC103483",6/7/21,6/28/21,N,actual,Fire first reported on listed date.,CARI.20210607.fire,NEON.DOC.003282vD,fire,fire-wildfire,,,,unknown,,,,,primary,"This week we saw the Haystack fire exploded which reportedly started as Fire 163 that we first reported on June 7th. It seemed to smolder underground for several days, and on June 14th conditions were suitable for it to ignite above-ground foliage. Over the past several days the fire has continued to spread, moving east through mostly spruce and tracking around a deciduous stand which is characteristic of boreal systems. The Haystack fire is located almost entirely within the Caribou Creek watershed. Flame retardant (unknown quantity) was dropped in the watershed at the head of Caribou Creek and bulldozers constructed fire break lines - both of which will likely impact water quality. No plots were directly burned.",0000-0003-0893-0707,,20241118T035742Z,RELEASE-2025
312,312,88ac3610-14a6-48c1-951a-65a185f1a557,D11,CLBJ,CLBJ,"CLBJ_001.basePlot.all, CLBJ_002.basePlot.all, CLBJ_003.basePlot.all, CLBJ_004.basePlot.all, CLBJ_005.basePlot.all, CLBJ_006.basePlot.all, CLBJ_007.basePlot.all, CLBJ_008.basePlot.all, CLBJ_009.basePlot.all, CLBJ_010.basePlot.all, CLBJ_011.basePlot.all, CLBJ_012.basePlot.all, CLBJ_013.basePlot.all, CLBJ_014.basePlot.all, CLBJ_015.basePlot.all, CLBJ_016.basePlot.all, CLBJ_017.basePlot.all, CLBJ_018.basePlot.all, CLBJ_019.basePlot.all, CLBJ_020.basePlot.all, CLBJ_021.basePlot.all, CLBJ_022.basePlot.all, CLBJ_023.basePlot.all, CLBJ_024.basePlot.all, CLBJ_025.basePlot.all, CLBJ_026.basePlot.all, CLBJ_027.basePlot.all, CLBJ_028.basePlot.all, CLBJ_029.basePlot.all, CLBJ_030.basePlot.all, CLBJ_036.basePlot.all, CLBJ_045.basePlot.all, CLBJ_076.phenology.phe, TOWER104924, HUT104881, AIRSHED",10/23/17,10/23/17,N,actual,,CLBJ.20171023.fire,NEON.DOC.003282vA,fire,fire-controlledBurn,,,,unknown,,,,,primary,unit 75 (tower unit) prescribed burn,jjamison@battelleecology.org,,20241118T025706Z,RELEASE-2025
313,313,a0338631-3ec2-4044-aaf5-f326c645acb5,D11,CLBJ,CLBJ,"CLBJ_032.basePlot.all, CLBJ_038.basePlot.all, CLBJ_043.basePlot.all, CLBJ_046.basePlot.all, CLBJ_054.basePlot.all, CLBJ_032.tickPlot.tck, CLBJ_043.tickPlot.tck, CLBJ_038.birdGrid.brd, CLBJ_065.birdGrid.brd, CLBJ_068.mosquitoPoint.mos",11/1/17,11/2/17,N,,,CLBJ.20171101.fire,NEON.DOC.003282vA,fire,fire-controlledBurn,,,,unknown,,,,,primary,Unit 28 and 29 prescribed burn,jjamison@battelleecology.org,,20241118T124817Z,RELEASE-2025
314,314,c415b950-7c22-451d-b320-d5a3ec7dff85,D11,CLBJ,CLBJ,"CLBJ_001.basePlot.all, CLBJ_002.basePlot.all, CLBJ_003.basePlot.all, CLBJ_004.basePlot.all, CLBJ_005.basePlot.all, CLBJ_006.basePlot.all, CLBJ_007.basePlot.all, CLBJ_008.basePlot.all, CLBJ_009.basePlot.all, CLBJ_010.basePlot.all, CLBJ_011.basePlot.all, CLBJ_012.basePlot.all, CLBJ_013.basePlot.all, CLBJ_014.basePlot.all, CLBJ_015.basePlot.all, CLBJ_016.basePlot.all, CLBJ_017.basePlot.all, CLBJ_018.basePlot.all, CLBJ_019.basePlot.all, CLBJ_020.basePlot.all, CLBJ_021.basePlot.all, CLBJ_022.basePlot.all, CLBJ_023.basePlot.all, CLBJ_024.basePlot.all, CLBJ_025.basePlot.all, CLBJ_026.basePlot.all, CLBJ_027.basePlot.all, CLBJ_028.basePlot.all, CLBJ_029.basePlot.all, CLBJ_030.basePlot.all, CLBJ_036.basePlot.all, CLBJ_045.basePlot.all, CLBJ_046.basePlot.all, CLBJ_036.tickPlot.tck, CLBJ_036.birdGrid.brd, CLBJ_076.phenology.phe, CLBJ_077.phenology.phe, SOILPL104983, SOILPL105012, SOILPL105039, SOILPL105071, SOILPL105098, TOWER104924, HUT104881, CFGLOC105127, AIRSHED",2/9/18,2/12/18,N,,,CLBJ.20180209.fire,NEON.DOC.003282vA,fire,fire-controlledBurn,,,,unknown,,,,,primary,"Burn of entire Unit 75, Caddo LBJ Grasslands - USFS. Prescribed burn of Unit 75, CLBJ Grasslands, USFS",ghenson@battelleecology.org,,20241118T110631Z,RELEASE-2025
315,315,c01f7c5a-4e84-4e74-9b3d-ef58fcffcd6f,D11,CLBJ,CLBJ,"CLBJ_031.basePlot.all, CLBJ_034.basePlot.all, CLBJ_035.basePlot.all, CLBJ_037.basePlot.all, CLBJ_039.basePlot.all, CLBJ_041.basePlot.all, CLBJ_042.basePlot.all, CLBJ_044.basePlot.all, CLBJ_047.basePlot.all, CLBJ_051.basePlot.all, CLBJ_055.basePlot.all, CLBJ_058.basePlot.all, CLBJ_034.tickPlot.tck, CLBJ_034.mammalGrid.mam, CLBJ_037.mammalGrid.mam, CLBJ_039.mammalGrid.mam, CLBJ_041.mammalGrid.mam, CLBJ_042.mammalGrid.mam, CLBJ_031.birdGrid.brd, CLBJ_034.birdGrid.brd, CLBJ_062.birdGrid.brd, CLBJ_063.birdGrid.brd, CLBJ_069.mosquitoPoint.mos, CLBJ_071.mosquitoPoint.mos, CLBJ_073.mosquitoPoint.mos, CLBJ_075.mosquitoPoint.mos",2/1/18,3/3/18,Y,estimated,The latest start date is 2018-02-14.,CLBJ.20180201.fire,NEON.DOC.003282vB,fire,fire-controlledBurn,,,,unknown,,,,,secondary,The units the plots are located in were burned at different times during the spring but the exact days are unknown. Some of the units were patch burned but the extent to which they effected the plots is not exactly known as not all plots were not visited immediately after the fire.,0000-0001-9629-6106,,20241118T100955Z,RELEASE-2025
316,316,dea66df9-b1e2-47b4-b198-a9c456622623,D11,CLBJ,CLBJ,"CLBJ_031.basePlot.all, CLBJ_034.basePlot.all, CLBJ_035.basePlot.all, CLBJ_037.basePlot.all, CLBJ_039.basePlot.all, CLBJ_041.basePlot.all, CLBJ_042.basePlot.all, CLBJ_044.basePlot.all, CLBJ_047.basePlot.all, CLBJ_051.basePlot.all, CLBJ_055.basePlot.all, CLBJ_058.basePlot.all, CLBJ_034.tickPlot.tck, CLBJ_034.mammalGrid.mam, CLBJ_037.mammalGrid.mam, CLBJ_039.mammalGrid.mam, CLBJ_041.mammalGrid.mam, CLBJ_042.mammalGrid.mam, CLBJ_031.birdGrid.brd, CLBJ_034.birdGrid.brd, CLBJ_062.birdGrid.brd, CLBJ_063.birdGrid.brd, CLBJ_069.mosquitoPoint.mos, CLBJ_071.mosquitoPoint.mos, CLBJ_073.mosquitoPoint.mos, CLBJ_075.mosquitoPoint.mos",3/3/18,3/31/18,N,estimated,The earliest end date is 2018-03-14.,CLBJ.20180201.fire,NEON.DOC.003282vB,fire,fire-controlledBurn,,,,unknown,,,,,secondary,The units the plots are located in were burned at different times during the spring but the exact days are unknown. Some of the units were patch burned but the extent to which they effected the plots is not exactly known as not all plots were not visited immediately after the fire.,0000-0001-9629-6106,,20241118T100955Z,RELEASE-2025
321,321,734e3d5e-7930-40b8-9080-fc766a297f51,D11,CLBJ,CLBJ,"CLBJ_034.basePlot.all, CLBJ_035.basePlot.all, CLBJ_037.basePlot.all, CLBJ_039.basePlot.all, CLBJ_055.basePlot.all, CLBJ_034.tickPlot.tck, CLBJ_034.mammalGrid.mam, CLBJ_037.mammalGrid.mam, CLBJ_039.mammalGrid.mam, CLBJ_034.birdGrid.brd, CLBJ_071.mosquitoPoint.mos",2/1/19,3/3/19,Y,,,CLBJ.20190201.fire,NEON.DOC.003282vB,fire,fire-controlledBurn,,,,high,,,,,primary,,0000-0001-9629-6106,,20241118T033956Z,RELEASE-2025
322,322,104e1bb4-63c8-482a-8201-f59145af2d02,D11,CLBJ,CLBJ,"CLBJ_034.basePlot.all, CLBJ_035.basePlot.all, CLBJ_037.basePlot.all, CLBJ_039.basePlot.all, CLBJ_055.basePlot.all, CLBJ_034.tickPlot.tck, CLBJ_034.mammalGrid.mam, CLBJ_037.mammalGrid.mam, CLBJ_039.mammalGrid.mam, CLBJ_034.birdGrid.brd, CLBJ_071.mosquitoPoint.mos",3/3/19,3/5/19,N,,,CLBJ.20190201.fire,NEON.DOC.003282vB,fire,fire-controlledBurn,,,,high,,,,,primary,,0000-0001-9629-6106,,20241118T033956Z,RELEASE-2025
336,336,c01558b2-2808-4b72-be37-fa8185f8ef1a,D11,CLBJ,CLBJ,"CLBJ_031.basePlot.all, CLBJ_042.basePlot.all, CLBJ_047.basePlot.all, CLBJ_051.basePlot.all, CLBJ_058.basePlot.all, CLBJ_042.mammalGrid.mam, CLBJ_031.birdGrid.brd, CLBJ_062.birdGrid.brd, CLBJ_073.mosquitoPoint.mos, CLBJ_075.mosquitoPoint.mos",4/1/21,4/1/21,N,actual,"Sampling shutdown early 2021 due to C19, date confirmed by site host well after burn.",CLBJ.20210401.fire,NEON.DOC.003282vD,fire,fire-controlledBurn,,,,medium,,,,,secondary,Severity estimated based off of on-site observation by technicians months after the event.,0000-0003-0674-5356,,20241118T071304Z,RELEASE-2025
379,379,d21672a8-7a82-4971-8f49-5c4ca7fe17b7,D11,CLBJ,CLBJ,"CLBJ_031.basePlot.all,CLBJ_031.birdGrid.brd,CLBJ_042.basePlot.all,CLBJ_042.mammalGrid.mam,CLBJ_047.basePlot.all,CLBJ_051.basePlot.all,CLBJ_058.basePlot.all,CLBJ_062.birdGrid.brd,CLBJ_073.mosquitoPoint.mos,CLBJ_075.mosquitoPoint.mos",1/19/23,1/19/23,N,actual,,CLBJ.20230119.fire,NEON.DOC.003282vD,fire,fire-controlledBurn,,,,medium,,,,,primary,USDA performed a controlled burn on site. Coverage was patchy. Mixture of low and medium severity.,0000-0002-4194-7642,,20241118T074627Z,RELEASE-2025
