,Unnamed: 0,uid,domainID,siteID,namedLocation,locationID,startDate,endDate,ongoingEvent,estimatedOrActualDate,dateRemarks,eventID,samplingProtocolVersion,eventType,methodTypeChoice,name,scientificName,otherScientificName,fireSeverity,biomassRemoval,minQuantity,maxQuantity,quantityUnit,reporterType,remarks,recordedBy,dataQF,publicationDate,release
23,23,4766e72f-2bd5-462b-86d4-9ee19c1ba718,D16,ABBY,ABBY,ABBY_019.basePlot.all,5/7/18,5/21/18,N,estimated,The latest start date is 2018-05-14. The earliest end date is 2018-05-14.,ABBY.20180507.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,Y,,,,primary,Stand maintenance: removal of shrub/tree competition to encourage PSMEM growth.,Jzemaitis@battelleecology.org,,20241118T162411Z,RELEASE-2025
24,24,6bca7b50-804e-4de9-a1e6-260a2e5b2adf,D16,ABBY,ABBY,"ABBY_061.basePlot.all, ABBY_062.basePlot.all, ABBY_064.basePlot.all, ABBY_065.basePlot.all, ABBY_066.basePlot.all, ABBY_068.basePlot.all, ABBY_069.basePlot.all, ABBY_070.basePlot.all, ABBY_073.basePlot.all, ABBY_074.basePlot.all, ABBY_075.basePlot.all, ABBY_076.basePlot.all, ABBY_071.phenology.phe, ABBY_072.phenology.phe, AIRSHED",5/1/18,5/31/18,Y,,,ABBY.20180501.plantReduction,NEON.DOC.003282vA,plantReduction,removal-thinning,,,,,U,800.0,,square m,primary,"COCOC, FRPU7, ALRU2, under performing and heavily diseased PSMEM. Biomass discarded in situ. Management activities reduced competition by removing hardwoods, mainly COCOC, FRPU7 and ALRU2, as well as under performing and diseased (Phaeocryptopus gaeumannii) PSMEM. These activities were conducted throughout the airshed entire plot area is affected.",Jzemaitis@battelleecology.org,,20241118T162411Z,RELEASE-2025
25,25,d9c8ee5f-58fd-41fe-a856-0b44ec1c8fdb,D16,ABBY,ABBY,"SOILPL102035, SOILPL102064, SOILPL102091, SOILPL102123, SOILPL102150",5/30/18,6/12/18,N,,,ABBY.20180530.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,"Trees were cut and left in place within and around all soil plots at ABBY, both coniferous (PSMEM) and deciduous (ALRU2, FRPU7, COCOC) individuals. This thinning appears to be prescribed as part of the stand management regime in place by our site host. No instrument were damaged in the process.",Kjones02@battelleecology.org,,20241118T173412Z,RELEASE-2025
26,26,9bbcdf8c-4b00-47ba-994e-1c61d4e559cd,D16,ABBY,ABBY,"ABBY_061.basePlot.all, ABBY_062.basePlot.all, ABBY_064.basePlot.all, ABBY_065.basePlot.all, ABBY_066.basePlot.all, ABBY_068.basePlot.all, ABBY_069.basePlot.all, ABBY_070.basePlot.all, ABBY_073.basePlot.all, ABBY_074.basePlot.all, ABBY_075.basePlot.all, ABBY_076.basePlot.all, ABBY_071.phenology.phe, ABBY_072.phenology.phe, AIRSHED",5/31/18,6/30/18,N,,,ABBY.20180501.plantReduction,NEON.DOC.003282vA,plantReduction,removal-thinning,,,,,U,800.0,,square m,primary,"COCOC, FRPU7, ALRU2, under performing and heavily diseased PSMEM. Biomass discarded in situ. Management activities reduced competition by removing hardwoods, mainly COCOC, FRPU7 and ALRU2, as well as under performing and diseased (Phaeocryptopus gaeumannii) PSMEM. These activities were conducted throughout the airshed entire plot area is affected.",Jzemaitis@battelleecology.org,,20241118T173412Z,RELEASE-2025
47,47,139cb5a4-f899-41b3-b9a0-2e2e84855b1c,D03,BARC,BARC,"CFGLOC101040,CFGLOC101043,CFGLOC101046,CFGLOC101039,CFGLOC101044,CFGLOC101042,CFGLOC101041,CFGLOC101045,BARC.AOS.groundwater.well.008,BARC.AOS.groundwater.well.007,BARC.AOS.groundwater.well.006,BARC.AOS.groundwater.well.005,BARC.AOS.groundwater.well.004,BARC.AOS.groundwater.well.003,BARC.AOS.groundwater.well.002,BARC.AOS.groundwater.well.001,BARC.AOS.littoral1,BARC.AOS.littoral2,BARC.AOS.gauge,INLET101036,CFGLOC113600,OUTLET101037,CFGLOC113601,SGAUGE110703,BARC.AOS.gauge,METSTN110717,CFGLOC110723,CFGLOC110720,CFGLOC110718,CFGLOC110722,CFGLOC110721,CFGLOC110719",7/11/22,7/11/22,N,actual,,BARC.20220711.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Unknown plant,,,50%,,,,primary,Burn prep for prescribed fire. Weed whipped and raked around infrastructure.,0000-0001-8642-686X,,20241118T153136Z,RELEASE-2025
65,65,36f1424b-a4e6-412e-b33e-f33f6ee4bbb2,D01,BART,BART,BART,1/9/18,1/9/18,N,actual,,BART.20180109.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,Had arborist cut down tree from tower guy wire. Tree was left on ground where it fell to decay naturally.,cgoranson@battelleecology.org,,20241118T145017Z,RELEASE-2025
66,66,5a96879c-7ea9-4e24-8c84-318d528bf373,D01,BART,BART,TOWER100501,5/2/18,5/13/18,N,,,BART.20180502.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,U,,,,primary,Two dead tree stems fell on the throughfall collector in BART SP1. We removed the stems and set them down on the ground next to the throughfall collector. This may have happened during a storm on May 4 2018. We visited the site on May 2 and there were no trees on the throughfall collector and we returned on May 14 and the trees were on the sensor. The throughfall collector was not level and the base was bent so we removed it until we get a replacement. Dead trees landed on sensor.,cgoranson@battelleecology.org,,20241118T122958Z,RELEASE-2025
67,67,e8f8ff17-716f-4e5b-b104-a066058d9447,D01,BART,BART,SOILPL107991,11/24/18,11/24/18,N,actual,,BART.20181124.plantReduction,NEON.DOC.003282vB,plantReduction,other,,,,,Y,,,,primary,"A tree had fallen across the BART soil plot 4, but was suspended over the sensors, not touching them. Arborists climbed trees and used rigging to gently lower the broken bole down to the snow on the ground and cut the stem into logs and moved them just out of the soil plot. There was 15-30 cm of snow on the ground and the arborists are certain that the tree didn't touch the CO2 sensor housings or other sensors, but since they couldn't see sensors below the snow they removed the stem from the plot so the tree wouldn't land on snow-buried sensors when the snow melts in the spring.",cgoranson@battelleecology.org,,20241118T163632Z,RELEASE-2025
69,69,05072352-20be-4627-b0f2-d35dddea13ce,D01,BART,BART,BART_062.basePlot.all,7/9/20,8/8/20,Y,estimated,"This area was last visited on July 9, 2020 and logging damage was surveyed at the plot on October 21, 2020.",BART.20200709.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Fagus grandifolia Ehrh.,,,25%,,,,primary,About 20% of BART_062_R was logged. The flag for point ID 51 was missing but easily replaced. Only the northeast corner of the 40 m by 40 m plot was affected by logging.,0000-0003-1933-3182,,20241118T101202Z,RELEASE-2025
70,70,96d5ae46-2aa0-4fff-b38c-3c06d73aada5,D01,BART,BART,BART_062.basePlot.all,8/8/20,9/7/20,Y,estimated,"This area was last visited on July 9, 2020 and logging damage was surveyed at the plot on October 21, 2020.",BART.20200709.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Fagus grandifolia Ehrh.,,,25%,,,,primary,About 20% of BART_062_R was logged. The flag for point ID 51 was missing but easily replaced. Only the northeast corner of the 40 m by 40 m plot was affected by logging.,0000-0003-1933-3182,,20241118T061355Z,RELEASE-2025
71,71,11d25e41-1df8-4c0e-ac9a-ce13ee807cf1,D01,BART,BART,BART_062.basePlot.all,9/7/20,10/7/20,Y,estimated,"This area was last visited on July 9, 2020 and logging damage was surveyed at the plot on October 21, 2020.",BART.20200709.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Fagus grandifolia Ehrh.,,,25%,,,,primary,About 20% of BART_062_R was logged. The flag for point ID 51 was missing but easily replaced. Only the northeast corner of the 40 m by 40 m plot was affected by logging.,0000-0003-1933-3182,,20241118T052818Z,RELEASE-2025
72,72,edec5501-235d-48ad-9af9-75429ccc3fed,D01,BART,BART,BART_062.basePlot.all,10/7/20,10/21/20,N,estimated,"This area was last visited on July 9, 2020 and logging damage was surveyed at the plot on October 21, 2020.",BART.20200709.plantReduction,NEON.DOC.003282vD,plantReduction,removal-clearCut,,Fagus grandifolia Ehrh.,,,25%,,,,primary,About 20% of BART_062_R was logged. The flag for point ID 51 was missing but easily replaced. Only the northeast corner of the 40 m by 40 m plot was affected by logging.,0000-0003-1933-3182,,20241118T052818Z,RELEASE-2025
178,178,a1d2b88d-a04f-4f3e-b18a-0f9b30455733,D02,BLAN,BLAN,"BLAN_008.tickPlot.tck, BLAN_065.mosquitoPoint.mos",8/19/19,8/26/19,N,,,BLAN.20190819.plantReduction,NEON.DOC.003282vB,plantReduction,removal-mowing,,Unknown plant,,,0%,,,,primary,fields brushhogged,0000-0002-0927-4409,,20241118T080151Z,RELEASE-2025
179,179,3db848ea-a6b5-453e-82da-225d0ae48c14,D02,BLAN,BLAN,"BLAN_008.basePlot.all, BLAN_008.tickPlot.tck, BLAN_006.mammalGrid.mam, BLAN_065.mosquitoPoint.mos, BLAN_066.mosquitoPoint.mos",8/21/19,8/26/19,N,,,BLAN.20190821.plantReduction,NEON.DOC.003282vB,plantReduction,removal-mowing,,Unknown plant,,,0%,,,,primary,fields brushhogged; varied plant species,0000-0002-0927-4409,,20241118T080151Z,RELEASE-2025
180,180,c89ae0b4-7293-4d4a-8972-ba0f1cf34cbb,D02,BLAN,BLAN,"BLAN_003.basePlot.all, BLAN_004.basePlot.all, BLAN_014.basePlot.all, BLAN_019.basePlot.all, BLAN_004.tickPlot.tck, BLAN_003.mammalGrid.mam, BLAN_029.mosquitoPoint.mos",8/19/19,8/27/19,N,,,BLAN.20190819.plantReduction,NEON.DOC.003282vB,plantReduction,removal-mowing,,Unknown plant,,,Y,,,,primary,hay fields mowed and baled,0000-0002-0927-4409,,20241118T080151Z,RELEASE-2025
181,181,821ffdcb-a448-46f8-936c-ba85c311982d,D02,BLAN,BLAN,BLAN_006.basePlot.all,8/29/19,9/23/19,N,,,BLAN.20190829.plantReduction,NEON.DOC.003282vB,plantReduction,removal-mowing,,Unknown plant,,,0%,,,,primary,brushhogged; at later point than other fields; various plants,0000-0002-0927-4409,,20241118T123400Z,RELEASE-2025
182,182,caba2be3-7a24-4909-bc35-40aaf3182cd3,D02,BLAN,BLAN,"BLAN_031.basePlot.all, BLAN_034.basePlot.all, BLAN_037.basePlot.all, BLAN_038.basePlot.all, BLAN_038.basePlot.all, BLAN_039.basePlot.all, BLAN_042.basePlot.all, BLAN_045.basePlot.all, BLAN_046.basePlot.all, BLAN_049.basePlot.all, BLAN_054.basePlot.all, BLAN_056.basePlot.all, BLAN_059.basePlot.all, BLAN_064.basePlot.all",6/4/20,6/8/20,N,actual,,BLAN.20200604.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Dactylis glomerata L.,,,100%,,,,primary,haying of orchard grass,0000-0001-7914-5891,,20241118T103352Z,RELEASE-2025
184,184,e9e5816e-d981-4faf-9948-6952019ba17f,D02,BLAN,BLAN,BLAN_068.basePlot.all,7/13/20,7/24/20,N,actual,,BLAN.20200713.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Dactylis glomerata L.,,,100%,,,,primary,,0000-0002-0927-4409,,20241118T051138Z,RELEASE-2025
185,185,48221397-1005-4649-b414-baa6bd0cd2d8,D02,BLAN,BLAN,"BLAN_003.basePlot.all, BLAN_004.basePlot.all, BLAN_006.basePlot.all, BLAN_008.basePlot.all, BLAN_010.basePlot.all, BLAN_014.basePlot.all, BLAN_016.basePlot.all, BLAN_019.basePlot.all, BLAN_004.tickPlot.tck, BLAN_008.tickPlot.tck, BLAN_003.mammalGrid.mam, BLAN_006.mammalGrid.mam, BLAN_029.mosquitoPoint.mos, BLAN_065.mosquitoPoint.mos, BLAN_066.mosquitoPoint.mos",7/13/20,7/24/20,N,,,BLAN.20200713.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Dactylis glomerata L.,,,100%,,,,primary,all hay fields mowed and baled,0000-0002-0927-4409,,20241118T051138Z,RELEASE-2025
186,186,e0f047c2-a757-415c-9305-360fa2e21c7a,D02,BLAN,BLAN,"BLAN_031.basePlot.all, BLAN_034.basePlot.all, BLAN_037.basePlot.all, BLAN_038.basePlot.all, BLAN_038.basePlot.all, BLAN_039.basePlot.all, BLAN_042.basePlot.all, BLAN_045.basePlot.all, BLAN_046.basePlot.all, BLAN_049.basePlot.all, BLAN_054.basePlot.all, BLAN_056.basePlot.all, BLAN_059.basePlot.all, BLAN_064.basePlot.all",9/7/20,9/23/20,N,actual,,BLAN.20200907.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Digitalis sp.,,,100%,,,,primary,second haying of mostly crabgrass all of field hayed and baled,0000-0001-7914-5891,,20241118T135517Z,RELEASE-2025
187,187,c30e4cde-0fb2-46a3-95a1-9c2f7e9bfe6e,D02,BLAN,BLAN,"BLAN_004.basePlot.all, BLAN_019.basePlot.all, BLAN_068.basePlot.all, BLAN_004.tickPlot.tck",9/24/20,9/25/20,N,actual,,BLAN.20200924.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Dactylis glomerata L.,,,100%,,,,primary,2nd harvest; grass mowed and baled,0000-0002-0927-4409,,20241118T135517Z,RELEASE-2025
188,188,da4b00ee-a802-4af4-8c49-1fa82b87d7ae,D02,BLAN,BLAN,"BLAN_003.basePlot.all, BLAN_006.basePlot.all, BLAN_008.basePlot.all, BLAN_010.basePlot.all, BLAN_014.basePlot.all, BLAN_016.basePlot.all, BLAN_008.tickPlot.tck, BLAN_003.mammalGrid.mam, BLAN_006.mammalGrid.mam, BLAN_029.mosquitoPoint.mos, BLAN_065.mosquitoPoint.mos, BLAN_066.mosquitoPoint.mos",9/28/20,10/13/20,N,actual,,BLAN.20200928.plantReduction,NEON.DOC.003282vC,plantReduction,removal-mowing,,Dactylis glomerata L.,,,100%,,,,primary,all grass mowed and baled,0000-0002-0927-4409,,20241118T014610Z,RELEASE-2025
189,189,f2d37e15-2625-4fb8-a5a6-830826e4cca4,D02,BLAN,BLAN,"BLAN_033.basePlot.all, BLAN_040.basePlot.all, BLAN_043.basePlot.all, BLAN_051.basePlot.all, BLAN_060.basePlot.all",10/19/20,10/29/20,N,estimated,The latest start date is 2020-10-20. The earliest end date is 2020-10-28.,BLAN.20201019.plantReduction,NEON.DOC.003282vC,plantReduction,removal-cropHarvest,,Zea mays L.,,,100%,,,,primary,Corn was harvested,0000-0001-7914-5891,,20241118T014610Z,RELEASE-2025
190,190,49b97826-9e1a-4c17-8db4-f6d80231a824,D02,BLAN,BLAN,BLAN_004.basePlot.all,6/9/21,6/11/21,N,actual,,BLAN.20210609.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Dactylis glomerata L.,,,0%,,,,primary,Road mowed through Southern portion of plot,0000-0002-0927-4409,,20241118T090326Z,RELEASE-2025
191,191,d641c826-f4c7-46c6-9a0e-73694dcaa99b,D02,BLAN,BLAN,"BLAN_003.basePlot.all, BLAN_006.basePlot.all, BLAN_008.basePlot.all, BLAN_010.basePlot.all, BLAN_014.basePlot.all, BLAN_016.basePlot.all, BLAN_008.tickPlot.tck, BLAN_003.mammalGrid.mam, BLAN_006.mammalGrid.mam, BLAN_029.mosquitoPoint.mos, BLAN_065.mosquitoPoint.mos, BLAN_066.mosquitoPoint.mos",8/5/21,8/10/21,N,actual,,BLAN.20210805.plantReduction,NEON.DOC.003282vD,plantReduction,removal-cropHarvest,,Dactylis glomerata L.,,,25%,,,,primary,hay cut but left in lines across fields (not baled) as of August 24,0000-0002-0927-4409,,20241118T112739Z,RELEASE-2025
192,192,43610d2e-fa98-4b9f-af91-cd056517a848,D02,BLAN,BLAN,"BLAN_004.basePlot.all, BLAN_019.basePlot.all, BLAN_068.basePlot.all, BLAN_004.tickPlot.tck",8/5/21,8/10/21,N,actual,,BLAN.20210805.plantReduction,NEON.DOC.003282vD,plantReduction,removal-cropHarvest,,Dactylis glomerata L.,,,100%,,,,primary,hay baled; bales scattered across fields as of August 24,0000-0002-0927-4409,,20241118T112739Z,RELEASE-2025
216,216,f26551ad-f7ae-4353-b46a-ec15d8829fc6,D12,BLDE,BLDE,"SGAUGE103819,CFGLOC103820,BLDE.AOS.gauge",12/7/22,12/7/22,N,actual,,BLDE.20221207.plantReduction,NEON.DOC.003282vD,plantReduction,removal-pruning,,Salix sp.,,,50%,,,,primary,Trimmed willows at S1 as they were blocking phenology camera view,0000-0001-5523-6326,,20241118T184144Z,RELEASE-2025
224,224,afdbaa96-a69c-4573-be6c-c668ba5256fa,D12,BLDE,BLDE,"BLDE.AOS.reach,BLDE.AOS.groundwater.well.008,BLDE.AOS.groundwater.well.007,BLDE.AOS.groundwater.well.006,BLDE.AOS.groundwater.well.005,BLDE.AOS.groundwater.well.004,BLDE.AOS.groundwater.well.003,BLDE.AOS.groundwater.well.002,BLDE.AOS.groundwater.well.001,BLDE.AOS.riparian.transect.10,BLDE.AOS.riparian.transect.09,BLDE.AOS.riparian.transect.08,BLDE.AOS.riparian.transect.07,BLDE.AOS.riparian.transect.06,BLDE.AOS.riparian.transect.05,BLDE.AOS.riparian.transect.04,BLDE.AOS.riparian.transect.03,BLDE.AOS.riparian.transect.02,BLDE.AOS.riparian.transect.01, BLDE.AOS.gauge,BLDE.AOS.discharge,BLDE.AOS.S2,CFGLOC103833,CFGLOC103835,CFGLOC103831,CFGLOC103827,CFGLOC103829,CFGLOC103837,CFGLOC103825,CFGLOC103823,SGAUGE103819,CFGLOC103820,BLDE.AOS.gauge,S1LOC103810,CFGLOC103812,CFGLOC103813,CFGLOC103811,S2LOC103814,CFGLOC103816,CFGLOC103818,CFGLOC103815,CFGLOC103817,METSTN103838,CFGLOC103841,CFGLOC103844,CFGLOC103842,CFGLOC103840,CFGLOC103839,CFGLOC103843,CFGLOC103820",10/9/23,10/13/23,N,actual,,BLDE.20231009.plantReduction,NEON.DOC.003282vD,plantReduction,removal-thinning,,Salix geyeriana Andersson,,,0%,,,,primary,A restoration company harvested 300 stems of Salix for use in a restoration project elsewhere in the Park.,0000-0003-4208-4989,,20241118T100744Z,RELEASE-2025
476,476,d2097575-af9c-403f-8a09-610d07e23640,D05,CRAM,CRAM,"METSTN101429, CFGLOC101431, CFGLOC101435, CFGLOC101430, CFGLOC101434, CFGLOC101432, CFGLOC101433",8/25/21,8/25/21,N,actual,date trees were cut,CRAM.20210825.plantReduction,NEON.DOC.003282vD,plantReduction,removal-thinning,,Unknown softwood plant,,,25%,,,,primary,Two dead trees were preventatively removed from the area adjacent to the MET station. A future storm could have easily taken down these trees and they most likely have taken out the MET station due to the direction of prevailing winds.,0000-0001-8490-5154,,20241118T131757Z,RELEASE-2025
493,493,628a5d72-c729-4f8a-b043-95ad2bea8db3,D09,DCFS,DCFS,"DCFS_061.basePlot.all, DCFS_073.basePlot.all",7/11/18,7/12/18,N,,,DCFS.20180711.plantReduction,NEON.DOC.003282vA,plantReduction,other,,,,,Y,,,,primary,Field has been hayed.,tcarter@battelleecology.org,,20241118T171132Z,RELEASE-2025
504,504,9a98fae4-907c-4b34-8dfa-6661d079978b,D09,DCFS,DCFS,"DCFS_007.basePlot.all, DCFS_008.basePlot.all, DCFS_061.basePlot.all, DCFS_073.basePlot.all, DCFS_084.basePlot.all, DCFS_007.tickPlot.tck",8/17/19,8/18/19,N,estimated,The latest start date is 2019-08-18. The earliest end date is 2019-08-17.,DCFS.20190817.plantReduction,NEON.DOC.003282vB,plantReduction,removal-mowing,,Poa pratensis L.,,,100%,,,,primary,,0000-0002-6068-4956,,20241118T190516Z,RELEASE-2025
516,516,4a5264c7-fa38-413d-83bd-a19dc9a7f6ea,D09,DCFS,DCFS,"DCFS_007.basePlot.all, DCFS_008.basePlot.all, DCFS_007.tickPlot.tck",7/22/21,7/22/21,N,actual,,DCFS.20210722.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Unknown plant,,,100%,,,,primary,,0000-0002-6738-0023,,20241118T060839Z,RELEASE-2025
536,536,2b9da79c-d284-4f24-94d5-4e66ac114844,D09,DCFS,DCFS,"DCFS_007.basePlot.all, DCFS_008.basePlot.all, DCFS_061.basePlot.all, DCFS_073.basePlot.all, DCFS_007.tickPlot.tck",8/17/22,8/17/22,N,actual,,DCFS.20220817.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Unknown plant,,,75%,,,,primary,,0000-0002-6738-0023,,20241118T020855Z,RELEASE-2025
558,558,d0a83b76-c910-4bd3-98f3-92e9167bb2c9,D09,DCFS,DCFS,"DCFS_007.basePlot.all, DCFS_008.basePlot.all, DCFS_061.basePlot.all, DCFS_073.basePlot.all, DCFS_007.tickPlot.tck",9/5/23,9/5/23,N,estimated,observed that field was hayed on 9/5/2023 was not hayed the week before.,DCFS.20230905.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Poaceae sp.,,,50%,,,,primary,,0000-0001-9009-8643,,20241118T101527Z,RELEASE-2025
559,559,cd172838-d7a9-4289-bcc3-36856ecaaf78,D09,DCFS,DCFS,DCFS_036.mosquitoPoint.mos,9/7/23,9/7/23,N,estimated,Observed that roadside was mowed on 9/7/2023,DCFS.20230907.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Unknown plant,,,25%,,,,primary,,0000-0001-9009-8643,,20241118T101527Z,RELEASE-2025
729,729,a11ca8a9-a8ce-41bd-b1e0-c0261875bc78,D03,DSNY,DSNY,AIRSHED,6/3/19,6/7/19,N,estimated,The latest start date is 2019-06-06. The earliest end date is 2019-06-04.,DSNY.20190603.plantReduction,NEON.DOC.003282vB,plantReduction,other,,Sporobolus indicus (L.) R. Br. var. pyramidalis (P. Beauv.) Veldkamp,,,U,,,,primary,smut grass. Herbicide application in 3 isolated spots in the southwestern portion of the tower airshed to kill invasive grass.,mkerstein@neoninc.org,,20241118T011912Z,RELEASE-2025
788,788,344ebc81-9bb8-494f-8d7e-acd8af8a653b,D03,DSNY,DSNY,"DSNY_016.basePlot.all, DSNY_016.birdGrid.brd",11/29/21,11/29/21,N,actual,,DSNY.20211129.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Paspalum notatum Flueggé,,,0%,,,,primary,Roller chopper used. Palmettos and pines cut as well.,0000-0001-8642-686X,,20241118T141902Z,RELEASE-2025
858,858,e6493416-2d36-4d04-b876-f13844b95e12,D03,FLNT,FLNT,"CFGLOC112540,CFGLOC112541,CFGLOC112543,CFGLOC112544,CFGLOC112546,CFGLOC112545,CFGLOC112542,FLNT.AOS.groundwater.well.007,FLNT.AOS.groundwater.well.006,FLNT.AOS.groundwater.well.005,FLNT.AOS.groundwater.well.004,FLNT.AOS.groundwater.well.003,FLNT.AOS.groundwater.well.002,FLNT.AOS.groundwater.well.001,METSTN112526,CFGLOC112549,CFGLOC112547,CFGLOC112550,CFGLOC112552,CFGLOC112551,CFGLOC112548",2/14/22,2/15/22,N,actual,,FLNT.20220214.plantReduction,NEON.DOC.003282vD,plantReduction,removal-mowing,,Poaceae spp.,,,100%,,,,primary,1 meter area around GWW cleared in preparation for controlled burn,0000-0001-5871-8742,,20241118T034506Z,RELEASE-2025
