,Unnamed: 0,uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,startDate,collectDate,sampleID,sampleCode,cnSampleID,cnSampleCode,sampleType,acidTreatment,co2Trapped,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release
424,424,10e3fcf3-feba-40b4-af07-95723fe6db6b,2019-06-11,CLBJ_002.basePlot.bgc,D11,CLBJ,CLBJ_002,tower,2019-04-15T16:28Z,2019-04-15T16:28Z,CLBJ_002-M-34-35.5-20190415,,CLBJ_002-M-34-35.5-20190415-CN,A00000052480,soil,N,N,2.6,,0.07,,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
425,425,73472f95-3ddb-4457-942a-c80296a255e9,2019-06-11,CLBJ_002.basePlot.bgc,D11,CLBJ,CLBJ_002,tower,2019-04-15T16:28Z,2019-04-15T16:28Z,CLBJ_002-M-34-35.5-20190415,,CLBJ_002-M-34-35.5-20190415-CN,A00000052480,soil,Y,N,,-24.9,,0.12,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
426,426,0776407f-2739-493f-a2cc-46379bb04be8,2019-06-11,CLBJ_033.basePlot.bgc,D11,CLBJ,CLBJ_033,distributed,2019-04-15T16:50Z,2019-04-15T16:50Z,CLBJ_033-M-6.5-23-20190415,,CLBJ_033-M-6.5-23-20190415-CN,A00000052482,soil,N,N,5.9,,0.05,,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
427,427,c5d9e240-6823-40b3-a3dc-8de428b6b4c2,2019-06-11,CLBJ_033.basePlot.bgc,D11,CLBJ,CLBJ_033,distributed,2019-04-15T16:50Z,2019-04-15T16:50Z,CLBJ_033-M-6.5-23-20190415,,CLBJ_033-M-6.5-23-20190415-CN,A00000052482,soil,Y,N,,-22.3,,0.16,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
428,428,bbf10525-509e-4ddb-9855-f468c2d16ddf,2019-06-11,CLBJ_033.basePlot.bgc,D11,CLBJ,CLBJ_033,distributed,2019-04-15T16:50Z,2019-04-15T16:50Z,CLBJ_033-M-6.5-23-20190415,,CLBJ_033-M-6.5-23-20190415-CN,A00000052482,soil,Y,N,,-22.3,,0.17,,OK,OK,OK,OK,2.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
429,429,a7a6767c-705b-4f0a-b66f-cc7c046e5ae1,2019-06-11,CLBJ_003.basePlot.bgc,D11,CLBJ,CLBJ_003,tower,2019-04-15T17:01Z,2019-04-15T17:01Z,CLBJ_003-M-27-35.5-20190415,,CLBJ_003-M-27-35.5-20190415-CN,A00000052478,soil,N,N,4.9,,0.03,,,sample d15N out of qaqc tolerance,sample percent N out of qaqc tolerance,OK,OK,1.0,N amplitude below threshold for reliable isotopic data. Max amount of sample used.,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
430,430,bebc4b99-0600-4d32-8733-213035d957c7,2019-06-11,CLBJ_003.basePlot.bgc,D11,CLBJ,CLBJ_003,tower,2019-04-15T17:01Z,2019-04-15T17:01Z,CLBJ_003-M-27-35.5-20190415,,CLBJ_003-M-27-35.5-20190415-CN,A00000052478,soil,Y,N,,-24.5,,0.12,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
431,431,98a704d2-75f3-405e-bc6b-7ced3aeddce9,2019-06-11,CLBJ_033.basePlot.bgc,D11,CLBJ,CLBJ_033,distributed,2019-04-15T17:21Z,2019-04-15T17:21Z,CLBJ_033-M-21-0.5-20190415,,CLBJ_033-M-21-0.5-20190415-CN,A00000052465,soil,Y,N,,-25.2,,0.08,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
432,432,3822a927-0b6f-48e0-a20d-a0f85485868d,2019-06-11,CLBJ_033.basePlot.bgc,D11,CLBJ,CLBJ_033,distributed,2019-04-15T17:21Z,2019-04-15T17:21Z,CLBJ_033-M-21-0.5-20190415,,CLBJ_033-M-21-0.5-20190415-CN,A00000052465,soil,N,N,4.4,,0.05,,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
433,433,381e56d7-d9cc-405a-bb33-4cbef0aeda76,2019-06-11,CLBJ_003.basePlot.bgc,D11,CLBJ,CLBJ_003,tower,2019-04-15T17:28Z,2019-04-15T17:28Z,CLBJ_003-M-29-3.5-20190415,,CLBJ_003-M-29-3.5-20190415-CN,A00000052461,soil,N,N,5.2,,0.04,,,sample d15N out of qaqc tolerance,sample percent N out of qaqc tolerance,OK,OK,1.0,N amplitude below threshold for reliable isotopic data. Max amount of sample used.,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
434,434,6e5f22d1-5aa8-4c19-8e5f-38ddc42767c2,2019-06-11,CLBJ_003.basePlot.bgc,D11,CLBJ,CLBJ_003,tower,2019-04-15T17:28Z,2019-04-15T17:28Z,CLBJ_003-M-29-3.5-20190415,,CLBJ_003-M-29-3.5-20190415-CN,A00000052461,soil,Y,N,,-23.5,,0.12,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
435,435,480ef468-4b29-491d-b40d-63ebeb0a7826,2019-06-11,CLBJ_033.basePlot.bgc,D11,CLBJ,CLBJ_033,distributed,2019-04-15T17:50Z,2019-04-15T17:50Z,CLBJ_033-M-0.5-3-20190415,,CLBJ_033-M-0.5-3-20190415-CN,A00000052806,soil,Y,N,,-26.8,,0.17,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
436,436,9395659d-fdd5-46c2-b26b-99bc2d34791a,2019-06-11,CLBJ_033.basePlot.bgc,D11,CLBJ,CLBJ_033,distributed,2019-04-15T17:50Z,2019-04-15T17:50Z,CLBJ_033-M-0.5-3-20190415,,CLBJ_033-M-0.5-3-20190415-CN,A00000052806,soil,N,N,0.9,,0.11,,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
437,437,27502db5-8bbd-481b-add2-3280fe3aa86c,2019-06-11,CLBJ_003.basePlot.bgc,D11,CLBJ,CLBJ_003,tower,2019-04-15T18:21Z,2019-04-15T18:21Z,CLBJ_003-M-9-26-20190415,,CLBJ_003-M-9-26-20190415-CN,,soil,Y,N,,-26.1,,0.2,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
438,438,7216fd5a-b96b-45e5-ac5c-4ff842cd363c,2019-06-11,CLBJ_003.basePlot.bgc,D11,CLBJ,CLBJ_003,tower,2019-04-15T18:21Z,2019-04-15T18:21Z,CLBJ_003-M-9-26-20190415,,CLBJ_003-M-9-26-20190415-CN,,soil,N,N,4.6,,0.07,,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
439,439,d0a795d6-ee85-4ff7-9aa0-6eb96b97dde2,2019-06-11,CLBJ_032.basePlot.bgc,D11,CLBJ,CLBJ_032,distributed,2019-04-15T18:51Z,2019-04-15T18:51Z,CLBJ_032-M-29.5-38-20190415,,CLBJ_032-M-29.5-38-20190415-CN,A00000052466,soil,Y,N,,-19.5,,0.22,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
440,440,e1076531-a797-4bda-9a4a-e22987530f4d,2019-06-11,CLBJ_032.basePlot.bgc,D11,CLBJ,CLBJ_032,distributed,2019-04-15T18:51Z,2019-04-15T18:51Z,CLBJ_032-M-29.5-38-20190415,,CLBJ_032-M-29.5-38-20190415-CN,A00000052466,soil,N,N,6.1,,0.05,,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
441,441,eb1aba7a-0db5-4276-8c9e-ec09be008603,2019-06-11,CLBJ_032.basePlot.bgc,D11,CLBJ,CLBJ_032,distributed,2019-04-15T19:16Z,2019-04-15T19:16Z,CLBJ_032-M-8-16-20190415,,CLBJ_032-M-8-16-20190415-CN,A00000052822,soil,Y,N,,-21.2,,0.21,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
442,442,89541b33-058b-4d39-bab4-bec1f3ef34db,2019-06-11,CLBJ_032.basePlot.bgc,D11,CLBJ,CLBJ_032,distributed,2019-04-15T19:16Z,2019-04-15T19:16Z,CLBJ_032-M-8-16-20190415,,CLBJ_032-M-8-16-20190415-CN,A00000052822,soil,N,N,4.2,,0.06,,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
443,443,a54f7683-4340-4b20-842c-cb29ce32fe9f,2019-06-11,CLBJ_032.basePlot.bgc,D11,CLBJ,CLBJ_032,distributed,2019-04-15T19:40Z,2019-04-15T19:40Z,CLBJ_032-M-31-6-20190415,,CLBJ_032-M-31-6-20190415-CN,A00000052483,soil,N,N,5.5,,0.06,,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
444,444,960fb87f-ad7a-4f3c-810a-5186368b3540,2019-06-11,CLBJ_032.basePlot.bgc,D11,CLBJ,CLBJ_032,distributed,2019-04-15T19:40Z,2019-04-15T19:40Z,CLBJ_032-M-31-6-20190415,,CLBJ_032-M-31-6-20190415-CN,A00000052483,soil,Y,N,,-18.7,,0.15,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
445,445,50e77086-df29-45c5-b3cd-c674df6d346a,2019-06-11,CLBJ_001.basePlot.bgc,D11,CLBJ,CLBJ_001,tower,2019-04-16T14:02Z,2019-04-16T14:02Z,CLBJ_001-M-14-4-20190416,,CLBJ_001-M-14-4-20190416-CN,A00000052463,soil,Y,N,,-20.2,,0.24,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
446,446,10ba8191-60d4-4fa4-8e6c-8e6e003633b1,2019-06-11,CLBJ_001.basePlot.bgc,D11,CLBJ,CLBJ_001,tower,2019-04-16T14:02Z,2019-04-16T14:02Z,CLBJ_001-M-14-4-20190416,,CLBJ_001-M-14-4-20190416-CN,A00000052463,soil,N,N,4.1,,0.05,,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
447,447,576e8cba-e5b2-4d9b-bb9d-46bf158568e9,2019-06-11,CLBJ_001.basePlot.bgc,D11,CLBJ,CLBJ_001,tower,2019-04-16T14:24Z,2019-04-16T14:24Z,CLBJ_001-M-30.5-14.5-20190416,,CLBJ_001-M-30.5-14.5-20190416-CN,A00000052464,soil,N,N,5.7,,0.04,,,sample d15N out of qaqc tolerance,sample percent N out of qaqc tolerance,OK,OK,1.0,N amplitude below threshold for reliable isotopic data. Max amount of sample used.,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
448,448,9ebdd9b7-e8c5-4052-a287-8b2cbfea746a,2019-06-11,CLBJ_001.basePlot.bgc,D11,CLBJ,CLBJ_001,tower,2019-04-16T14:24Z,2019-04-16T14:24Z,CLBJ_001-M-30.5-14.5-20190416,,CLBJ_001-M-30.5-14.5-20190416-CN,A00000052464,soil,Y,N,,-19.6,,0.2,,OK,OK,OK,OK,1.0,,University of Wyoming Stable Isotope Facility,008 EA-IRMS organic d13c & C%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
449,449,cc267577-c274-4e42-bfab-23444ec4db05,2019-06-11,CLBJ_001.basePlot.bgc,D11,CLBJ,CLBJ_001,tower,2019-04-16T14:47Z,2019-04-16T14:47Z,CLBJ_001-M-20-39-20190416,,CLBJ_001-M-20-39-20190416-CN,A00000052481,soil,N,N,5.7,,0.04,,,sample d15N out of qaqc tolerance,sample percent N out of qaqc tolerance,OK,OK,1.0,N amplitude below threshold for reliable isotopic data. Max amount of sample used.,University of Wyoming Stable Isotope Facility,009 EA-IRMS organic d15n & N%,Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,,20241118T172554Z,RELEASE-2025
